,LIB,PP,LG,MEPID,CODICT,speech,SPEAKER_TYPE
55,Reinier | Van Lanschot,Verts/ALE,EN,256978,256978," – Madam President, how many Russian drones did it take to shut down European skies? About five. How many drones are over Ukraine? About 500 every night. If we face that, we're not prepared at all.
Ukraine learnt the hard way how to defend itself against drones, and they understand you should not shoot down a cheap drone with a million-euro missile. Their technology is cutting-edge and Ukrainian instructors are in the EU right now, training European soldiers.
Putin exploits our weakness and depletes our air defence on his terms. We've let a war criminal drag us into a boxing match and made him the referee. But if we stop being afraid to act, we can respond on our terms. Protect our skies. Build the drone wall. Stop buying Russian gas. Give all the frozen Russian assets and set up a no-fly zone in western Ukraine.
Colleagues, Ukraine is helping us, but we don't say thank you enough. So let me say it: Mr Zelenskyy, thank you. And let's back our gratitude up with actions.",
56,Lena | Düpont,PPE,DE,99945,99945," ist immer das gleiche. Für jedes Land der EU ist etwas dabei, für jeden Teil der Gesellschaft eine Botschaft. Das Ziel: Unruhe, Sorge, Untergraben unserer Resilienz, Spaltung schaffen. Uns muss deswegen klar sein: Angst ist immer ein Indikator für das, was uns wichtig ist, aber sie ist niemals ein guter Ratgeber. Deswegen: Schultern gerade machen, put the money where the mouth is, endlich Verteidigung, Krisenvorsorge und innere Sicherheit konsequent zusammendenken, Verfahren straffen, Beschleunigung vereinfachen, Informationsaustausch und Kooperation zwischen den Sicherheitsbehörden verstärken, unsere Bevölkerung mitnehmen.
Ich sage gleichzeitig aber auch: die Mitgliedstaaten mitnehmen. Polen, Estland, Lettland, Litauen, Schweden, Finnland hatten und haben recht. Wir haben einen gemeinsamen Gegner, wir brauchen eine gemeinsame Antwort. Genau dafür haben wir mal die Verträge geschaffen. Sicherheit – am Anfang – voreinander, heute: Sicherheit füreinander. Dafür ist die Beistandsklausel ausgelegt: nicht für gutes Wetter – das ist viel zu einfach –, sondern genau für diese Zeit jetzt. Solidarität beweist sich bei schlechtem Wetter. Das ist das, was zählt.",
57,Hans | Neuhoff,ESN,DE,256944,256944," – Frau Präsidentin, Kolleginnen und Kollegen! Die gefährlichsten Drohnen kreisen nicht am Himmel über Polen, Frankfurt oder Kopenhagen, sondern in unseren Köpfen. Der hier vorgelegte Aufruf der schwarz-grünen Glaubenskrieger zur gemeinsamen Reaktion, zum heiligen Kampf gegen Russland ist dafür das erschreckendste Beispiel. Was Sie uns zumuten, ist ein Sammelsurium aus unbewiesenen Behauptungen und wilden Spekulationen. Die über Polen abgeschossenen Drohnen waren unbekannter Herkunft. Russland bot Konsultationen an, Belarus den Austausch von Radardaten – Polen ignorierte beides. Interesse an Aufklärung – und genau das wäre das Gebot der Stunde – besteht hier offenbar nicht.
Kolleginnen und Kollegen, die französische Luftwaffe hat bei den Olympischen Spielen letztes Jahr durchschnittlich sechs Drohnen pro Tag im Raum Paris vom Himmel geholt. Warum bitte holt man die Drohnen nicht auch in Frankfurt und München herunter? Fürchtet man vielleicht das Untersuchungsergebnis? Geht es in Wahrheit vielleicht darum, den Bevölkerungen der EU‑Staaten Angst zu machen? Geht es darum, die notorische Uneinigkeit der EU‑Staaten durch ein sorgsam gepflegtes Feindbild zu überwinden? Geht es darum, Zustimmung zu organisieren für die gewaltigen Aufrüstungspläne der EU, Herr Kubilius?
Meine Damen und Herren, für Luftraumverletzungen gibt es eingeführte internationale Standards und Prozeduren. Selbstverständlich müssen Drohnen unbekannter Herkunft über kritischer Infrastruktur abgeschossen werden. Abgeschossen werden müssen aber vor allem die Drohnen in den Köpfen der verrückt gewordenen EU‑Eliten. Man muss am Ende dankbar sein, dass dieses Parlament keine operativen Befehle erteilen kann, denn sonst wären wir längst im dritten Weltkrieg.",
58,Bartłomiej | Sienkiewicz,PPE,PL,86057,86057," – Pani Przewodnicząca! Szanowni Państwo! Od lat Rosja prowadzi działania wobec Zachodu, które nie przypominają tradycyjnej wojny – zamiast czołgów i bomb używa sabotażu, dezinformacji, prowokacji.
Podczas kiedy my się zastanawiamy, czy Putin kiedyś uderzy w państwa Unii, on to już robi – tylko w inny sposób. Wojna hybrydowa polega na przesuwaniu granic tego, co uważamy za dopuszczalne, krok po kroku. Jeśli nie powiemy „dość”, przeciwnik osiągnie swoje cele bez jednego wystrzału, siejąc chaos i strach. Istota problemu nie dotyczy działań stricte militarnych, lecz skutecznej obrony w sferze wojny bez wojny. A to właśnie jest istotą działań Rosji.
Musimy jasno powiedzieć „dość” i wyznaczyć linie, których przekroczenie spotka się z naszą odpowiedzią. Na tym posiedzeniu, mam nadzieję, przyjmiemy rezolucję Parlamentu w tej sprawie. Pada tam propozycja wyznaczenia takich linii. Bez tego, Pani Przewodnicząca, nadal zachęcamy agresora.",
59,Heléne | Fritzon,S-D,SV,197391,197391," – Fru talman! Hoten mot Europa ökar. Vi ser drönare över mitt grannland Danmark. Vi ser ryska stridsflyg över Baltikum. Det är helt oacceptabelt.
Precis därför tog jag, tillsammans med mina nordiska kollegor, initiativ till den här debatten. Vi måste skicka en tydlig signal till Putin om att vi står enade, att vi står upp för våra länder och våra gränser och att vi inte accepterar några former av kränkningar.
För Sverige, mitt land, är drönarhoten också på riktigt. Gotland ligger ju bara 30 mil från ryska Kaliningrad, och vårt läge i Östersjön gör att vi också är en frontstat. Därför måste vi och Sveriges statsminister visa ledarskap, precis som Danmarks statsminister Mette Fredriksson gör. Vi måste stå upp för att vi skapar en europeisk drönarmur, och vi måste göra det nu.",
60,Angéline | Furet,PfE,FR,256896,256896," – Madame la Présidente, chers collègues, la souveraineté aérienne fait partie intégrante de la souveraineté nationale. C'est un principe essentiel du droit international, dont nous a parlé tout à l'heure Mme Loiseau, affirmé par l'article premier de la convention de Chicago de 1944.
Chaque État exerce un contrôle complet et exclusif sur l'espace aérien au-dessus de son territoire. Si les incursions constatées en Estonie, en Pologne ou dans la région Baltique sont avérées hostiles, elles constitueront une violation du droit international contraire à l'article 2, paragraphe 4, de la charte des Nations unies.
Mais l'exigence du droit vaut pour tous. Tant que les preuves ne sont pas rendues publiques, l'Union européenne doit garder la rigueur et la retenue du droit. Accuser sans démontrer, réagir sans vérifier, c'est risquer de se détourner de l'état de droit si cher à tous mes collègues dans cet hémicycle et à Mme von der Leyen.
L'Europe doit protéger ses espaces, ses infrastructures et ses citoyens, mais sans céder à l'engrenage de la guerre. Protéger l'Europe relève de notre responsabilité. Il ne s'agit pas d'enflammer le monde, mais de le stabiliser. Il ne s'agit pas d'imiter les puissances qui provoquent, mais d'incarner celles qui raisonnent et apaisent.
La fermeté n'exclut pas la lucidité. Et la lucidité aujourd'hui, c'est de défendre notre sécurité dans le respect scrupuleux du droit international.
(L'oratrice accepte une question carton bleu)",
61,Nathalie | Loiseau,Renew,FR,197494,197494," – Madame Furet, votre parti politique a un privilège, celui d’avoir depuis longtemps des relations privilégiées avec les autorités russes. De nombreux déplacements, de nombreuses relations financières, font que vous avez leur numéro de téléphone.
Si vous pensez que l’apaisement est utile – «apaisement» est un drôle de mot si nous connaissons un peu son histoire –, je vous engage à appeler les autorités russes et à leur demander de cesser les provocations continues contre nos pays, qu’il s’agisse de cyberattaques, de sabotage ou de survols d’avions de chasse russes.
Que faut-il pour vous dessiller les yeux afin que vous voyiez ce que représentent réellement cette guerre hybride et cette zone grise, et que vous acceptiez enfin, vous qui vous dites patriote, de protéger les Européens?",
62,Angéline | Furet,PfE,FR,256896,256896," – Madame Loiseau, je ne sais que dire face à vos diffamations et au côté pathétique de vos accusations. Vous êtes bien consciente que personne chez nous n’a le numéro d’aucun politicien russe. Par ailleurs, votre parti a longtemps été un enfant caché de l’URSS. Ne soyez pas dans la politique politicienne et gardez le niveau du débat, Madame. Pour votre âge et pour votre responsabilité, je trouve cela très décevant.",
63,Aurelijus | Veryga,ECR,EN,256811,256811," – Madam President, colleagues, Russia is continuously testing Europe's preparedness by sending drones or violating airspace with fighter jets. And what does Russia see? That we are trying to fight back ineffectively using very expensive air defence systems. Only now are we starting to talk about building drone defence systems. This is far too late and we have to rush. When attempts to destroy critical infrastructure in the Baltic Sea started, there was fear to react. The tension of shadow fleet tankers finally demonstrated that the EU countries react not only with words.
Now we have Russian fighters violating EU and NATO airspace. There are examples of NATO members who demonstrated that they take it seriously. This time it might come to EU countries also.
What needs to be done today? If the airspace becomes unsafe, this will become not just a matter of security, but also will seriously affect the economy. Defence would be cheaper. Stay consistent with sanctions against Russia and finally stop financing Russia's war machine. Last but not least, provide needed financial and other support to eastern border countries for the development of air space defence systems.",
64,Riho | Terras,PPE,EN,204449,204449," – Madam President, dear colleagues, there is no doubt that Russia is already waging war against Europe. The measures that they use to test us are all part of the Russian toolbox. We have witnessed an increasing number of airspace violations by Russian drones and military aircraft recently.
The way Russia is testing and mapping our response is a clear signal that they are calculating the option of military aggression against the whole of Europe.
Today, Europe still lacks a sense of urgency. The fact that this is an existential threat is not understood completely all over Europe. It is our paramount task to demonstrate unity, resilience, strong resolve and more military capabilities. To achieve this, we must invest more in defence and boost the defence-industrial capacity.",
65,Thomas | Pellerin-Carlin,S-D,FR,256903,256903," – Madame la Présidente, la Russie a ouvertement désigné la France comme son premier adversaire en Europe. Elle a fait de la France une de ses cibles prioritaires. Ces mots ont été prononcés par le général Burckhardt, le chef d'état-major des armées françaises, le 11 juillet dernier. Depuis des années, la Russie cherche à affaiblir la France. Elle finance des partis extrémistes, elle s’attaque aux intérêts français et mène une guerre informationnelle, comme l’illustre le charnier de Gossi.
Au-delà de la France, c’est l’Union européenne que Vladimir Poutine veut détruire. Si ces drones violent aujourd’hui notre espace aérien, c’est pour nous tester. Face à la menace russe, nous, Européens, nous devons faire bloc. Mais comment le faire? Ici, dans ce Parlement, des agents prorusses participent au débat. Pour leur résister, nous devons agir dans les domaines de la défense, de la diplomatie et de l’énergie. Notre honneur et notre responsabilité sont d’avancer ensemble au sein d’une coalition pro-européenne, la seule capable de préserver notre liberté.
(L'orateur accepte une question carton bleu)",
66,Thierry | Mariani,PfE,FR,197623,197623,"Le Vrai du Faux que personne en Russie n’avait prononcé cette phrase que le général, chef d’état-major, a répétée. Si vous avez la source de cette phrase imaginaire, je vous invite à la communiquer au journaliste de la radio nationale qui, pourtant, ne partage pas nos idées.",
67,Thomas | Pellerin-Carlin,S-D,FR,256903,256903," – Monsieur Mariani, vous démontrez à l’instant mon propos sur les agents prorusses au sein de ce Parlement. La phrase est celle du général Burckhardt, chef d’état-major des armées. En tant qu’ancien militaire moi-même, je sais ce que nous devons à l’honneur de nos soldats et je regrette que vous vous attaquiez aujourd’hui à l’un des plus grands généraux que nous ayons eus dans l’histoire récente de notre pays.",
68,Mārtiņš | Staķis,Verts/ALE,EN,256916,256916," – Madam President, dear colleagues, Russia is collapsing: over 1 million soldiers dead or wounded; more than 11 000 armoured vehicles, tanks, have been destroyed; and billions of euros lost. War spending now consumes almost 40 % of the state budget.
Yet, after three and a half years, Russia still has no victory in sight. That's why the Kremlin has changed its tactics. Unable to win on the battlefield, it now seeks to divide and intimidate Europe by financing corrupt politicians, spreading disinformation and striking our infrastructure to test our readiness.
So, Europe must respond with decisive action: frozen Russian assets to support Ukraine; provide long-range weapons capable of striking deep inside enemy territory; apply Ukraine's drone-war experience; and rebuild our defence industries.
Above all, we must discard peacetime thinking. This is how we will secure the victory.",
69,Merja | Kyllönen,The Left,EN,124736,124736," – Madam President, dear colleagues, recent Russian violations of EU Member States' airspace and critical infrastructure are not isolated incidents. They are deliberate acts testing our unity, our resilience and our credibility.
Each drone incursion, each cyberattack, each interference attempt carries a clear message: to divide, to intimidate and to erode trust in the European project and our support to Ukraine.
Our response must be equally clear and united: Europe cannot afford hesitation or fragmentation. We must strengthen our collective defence, deepen intelligence cooperation and ensure that hybrid attacks are met with real consequences, not just statements.
At the same time, unity means more than deterrence; it means political, technological and moral solidarity. Protecting airspace or energy grids is not only a matter of national security, but of shared European sovereignty. The credibility of our deterrence depends not on the strength of any single nation, but on the certainty that an attack on one is an attack on all.
So let us respond not with fear, but with resolve.",
70,Lukas | Sieper,NI,DE,256971,256971," – Frau Präsidentin, liebe Menschen Europas! Die Abgeordneten der AfD rufen nach meinen Reden hier gerne: „Der kleine Mann hat gesprochen“. Ich finde das amüsant, denn genau den behaupten sie ja immer zu vertreten, während sie in Wahrheit Verrat an ihm üben. Sie üben Verrat, weil ihre Abgeordneten wie Kollege Bystron sich mutmaßlich von Russland bestechen lassen. Sie üben Verrat durch das Verbreiten von Fake News. Denn von allem, was auf dem Spiel steht, ist der Verlust einer objektiven Realität, so befürchte ich, womöglich die allergrößte Gefahr. Und sie üben Verrat durch ihre Hetze gegen die Schwachen, denn das ist nur die bloße primitive Doktrin, dass Macht gleich Recht ist.
Ich sage es einmal ganz deutlich: Die Politik der AfD ist Verrat am deutschen Volk. Die Politik der ESN ist Verrat an den Völkern Europas. Der kleine Mann hat gesprochen.",
71,Sandra | Kalniete,PPE,LV,96934,96934," – Cienītā sēdes vadītāja! Kolēģi, komisāra kungs!
Baltijas jūras reģionā strauji pieaug Krievijas hibrīduzbrukumu skaits jūrā, gaisā un uz zemes. Krievija pārbauda mūsu reakciju, izlūko un mēģina izraisīt bailes sabiedrībā, lai mazinātos atbalsts Ukrainai.
Mums ir jārada tādas gaisa aizsardzības spējas, kas Krieviju atturētu no dronu desantu lidināšanas Eiropas gaisa telpā. Mums ir jāmācās no Ukrainas, kura ir attīstījusi tehnoloģijas un katru nakti veiksmīgi notriec Krievijas dronu simtus.
Eiropas valstu kopīgais uzdevums ir ātri apgūt Ukrainā gūtās mācības, testēt, ražot, inovēt un ātri integrēt gaisa aizsardzībā gan uzbrukumu, aizsardzības un pārtvērējdronus, gan elektronisko karadarbību ar pozicionēšanas sistēmām un citām kritiskām spējām.
Eiropas neatliekamais uzdevums ir kopīgi veidot un finansēt dronu sienu, jo Eiropas Savienības austrumu robeža ir robeža ar Krieviju. Tai jābūt drošai.",
72,Thijs | Reuten,S-D,EN,218347,218347," – Madam President, testing us must not be a consequence-free exercise. Russia's hybrid war is not only probing our defences; it's also testing our political resolve. We cannot assume any incursion is accidental. Russia wants us to doubt its intentions. Hybrid war happens because of a deterrence gap. Capabilities mean little without the will to deliver consequences. Putin respects only strength, not diplomacy. And we need clear red lines, credible consequences and preventive measures.
And yes, Council, it includes also action on full fossil fuel ban on the assets now, but there's more: binding travel restrictions for so-called Russian diplomats; no free movement; mandatory notification for all travel; real interdiction of the Russian shadow fleet; full synergy with Ukraine's defence industry; integrating them into a strong and efficient European defence against drones, and our best prevention – ensuring that Russia is occupied elsewhere because we have finally provided sufficient military support to Ukraine.",
73,Kristoffer | Storm,ECR,DA,257025,257025," – Fru Formand! Vi ser det desværre hver eneste dag i Ukraine: Krig, der bliver kæmpet med droner, der ødelægger elnettet og anden infrastruktur, rammer byer og civile. Men deres befolkning kæmper fortsat nu på fjerde år en heroisk kamp for at skubbe Rusland ud af deres territorium. Nu ser vi også i Danmark og andre EU-lande, at droner flyver over vores huse og lufthavne. Selv vores militærbaser bliver overfløjet af disse droner. Det er vores nye og ubehagelige hverdag, og det kræver selvfølgelig, at vi handler og reagerer. Fru von der Leyen sagde i sin indledning, at det her er hybrid krigsførelse, og vi skal tage det meget alvorligt. Det er jeg helt enig i, men jeg er absolut ikke tryg ved, at EU skal stå for at beskytte min familie og mit land. Det er jo netop det, vi har NATO til. NATO har erfaringen og knowhow i, hvordan man skal beskytte Europa i situationer som den her. At få EU med von der Leyen i spidsen for vores forsvar er lidt ligesom at skifte Harry Maguire ind i Manchester United. Von der Leyen har en tendens til at løbe i vejen for alt. Hun elsker at tackle sine medspillere og hele tiden obstruere muligheden for Europa til rent faktisk at samarbejde. Hver eneste gang hun har ordet, så opildner hun mere splittelse i det her hus i stedet for at forsøge at samle os. Vi er nødt til at tage os sammen i Europa for at kunne stå stærkt mod Rusland.
(formanden fratog taleren ordet)",
74,Dan | Barna,Renew,RO,257110,257110," – Doamnă președintă, doamnă ministră, vă vorbesc astăzi nu în calitate de europarlamentar, ci în aceea de cetățean român preocupat de viitorul Europei.
În ultimele săptămâni, spațiul aerian al țării mele și al statelor de pe flancul estic, practic spațiul Uniunii Europene și al NATO, a fost violat în mod repetat de dronele Federației Ruse. Și trebuie să spunem limpede: acestea nu au fost și nu sunt accidente. Sunt acțiuni și provocări deliberate, calculate pentru a ne testa hotărârea și capacitatea de reacție.
Dronele nu mai sunt astăzi o fantezie IT, un feature din jocul video Counter Strike. Sunt foarte reale. Sunt drone care ne încalcă suveranitatea și sunt o amenințare directă la adresa siguranței cetățenilor noștri și un atac la stabilitatea întregii regiuni a Mării Negre.
Rusia demonstrează din nou că este o amenințare foarte actuală și foarte concretă la adresa păcii pe continentul nostru.
Pasivitatea naiv optimistă nu mai este o opțiune.
Salutăm răspunsul rapid al aliaților noștri prin lansarea misiunii NATO Eastern Sentry. E un semnal clar de unitate și solidaritate, dar noi trebuie să facem mai mult ca Uniune Europeană. Trebuie să accelerăm finanțarea și implementarea unui zid de drone european, folosind programele noastre comune de apărare, pentru a dezvolta tehnologii capabile să neutralizeze această foarte reală amenințare asimetrică.
România se află printre țările din prima linie, dar această frontieră este a întregii Europe. Acum este momentul să arătăm că solidaritatea noastră nu este doar declarativă, ci este un scut eficient și impenetrabil.
Trebuie să acționăm împreună cu fermitate pentru a ne proteja fiecare centimetru din teritoriul european.",
75,Ioan-Rareş | Bogdan,PPE,RO,197636,197636," – Doamnă președintă, Excelențele Voastre, președintele PPE a sintetizat cel mai bine somnul Uniunii Europene: „Trebuie să ne testeze Putin ca să reacționăm.”. Altfel spus, haideți odată! Firește că Manfred nu este din Transilvania, de acolo este Avram Iancu, erou al luptei de emancipare a românilor, care a ținut cel mai scurt discurs al tuturor timpurilor: „No, gata, no, hai!”. În engleză: „So done, so come on!”.
Știți care este paradoxul? Deși secolul trecut am învățat cum arată mentalul unui dictator, noi, europenii, pare că n-am reținut nimic. Ce mai trebuie să facă Putin? Să vină cu tancul în Grande Place sau în Place de la Concorde, să-și cumpere o gauffre sau un croissant și noi să-l întrebăm dacă nu vrea și un pahar de șampanie?
Dacă bogații pot fugi din calea dronelor la Saint Moritz, Marbella sau Porto Cervo, agricultorii din România, Polonia, Danemarca și țările baltice nu au cum, nici copiii lor.
Le spun ceva și celor care critică investițiile în apărare: cum ar fi să stai la soare, obosit după o zi la câmp, cu burta plină, ascultând „Odă bucuriei” a lui Beethoven și în secunda următoare o rachetă să-ți culeagă tot porumbul? Dar ce zic eu tot porumbul? Tot satul, cu biserică și școală cu tot.
Europa trebuie să se trezească și să investească rapid în capacitatea sa de apărare. Europa trebuie să aibă curaj și să nu dea speranță autocraților și dictatorilor. Parcă trăim în Europa anilor 1936-38, dar ne lipsește Churchill.
(Vorbitorul a refuzat ca Petras Gražulis să îi adreseze o întrebare în conformitate cu procedura „cartonașului albastru”)",
76,Lucia | Annunziata,S-D,IT,257123,257123," – Signora Presidente, onorevoli colleghi, l'Europa al momento non è in guerra, ma il fatto che ci siano paesi europei minacciati e tensioni ci impone una discussione che non è più possibile evitare.
La guerra è cambiata e i droni sono il simbolo di questo cambiamento: il passaggio dall'era dell'acciaio a quella del web, che pone nuovi pericoli rispetto a cui l'Europa è completamente impreparata.
Dobbiamo prenderne atto. Serve un'Europa capace di difendersi al suo esterno, ma non con un riarmo generalizzato. È possibile una nuova difesa e sta a noi definirla: una difesa integrata e coordinata che non sia strumento di offesa della libertà dei popoli.
Finisco qui richiamando l'articolo forse più importante della Costituzione italiana, l'articolo 11, che rifiuta la guerra, ma che al contempo considera anche parte della Costituzione inalienabile la difesa del paese e dei cittadini.",
77,Alexandr | Vondra,ECR,EN,197537,197537," – Madam President, ladies and gentlemen, I see two points as critical here.
First, instead of just reacting, we must be proactive. Since 2014, we have always been one step behind: too late to provide air defence, too late to allow Ukrainians to hit targets inside Russia. Putin is not a peacemaker but a conqueror, and understands only one language: power.
Secondly, it is the national governments that must do their part first, by raising defence budgets, enhancing the industrial base, strengthening civil preparedness.
But we cannot overlook the elephant in the room: our economies, our industries, are shrinking under the excessive climate regulations. If we want to succeed, this legislative Moloch must be dramatically cut down.",
78,Petar | Volgin,ESN,BG,257260,257260," – Страдащите от шизофрения получават халюцинации, а страдащите от хронична русофобия халюцинират, че всеки непознат предмет, който се изпречи на пътя им, бил той детската играчка Лабубу или дрон, задължително е произведен в Русия. Болните от антируска истерия са убедени, че лично Путин, застанал на терасата в Кремъл, изпраща дронове в Западна Европа с цел да разруши хармоничното европейско съществуване.
И докато Брюксел, Берлин, Париж, Лондон затъват в собствените си антируски фантасмагории, истинските проблеми на Европа се задълбочават. Нормалните европейци обедняват все повече, незаконната имиграция се разраства, а ислямският тероризъм взима още и още жертви. Докато британският премиер Стармър се готви да воюва с Русия, в британския град Манчестър беше извършен ислямистки терористичен акт, при който имаше убити.
Това, за жалост, е логичният резултат от действията на все по-откъснатия от реалността европейски елит. Тотално обсебен от въображаеми заплахи, този елит не осъзнава, че именно неговите налудни действия са най-голямата заплаха за Европа.",
79,Pekka | Toveri,PPE,EN,256804,256804," – Madam President, dear colleagues, even after these recent violations by Russia, some people say that we are not at war with Russia. This is true. However, Russia is at war with us. This is not me saying this; it's Putin himself saying so.
Russia has waged a hybrid war against us, and it has prepared for conventional attack against us for over 15 years, constantly increasing its efforts to destabilise us. And to those who suspect GPS jamming coming from Russia, well, come to Finland. We can show it.
Why would they stop when there is no attribution? No price, just rewards for its actions against us. In stopping Russian attacks, the 'drone wall' is good, but attribution is better. Russia won't stop before it pays for its crimes. Let's put that price to Russia. Let's stop the shadow fleet for good. Let's take the Russian frozen assets to support Ukraine. Let's increase sanctions also to the third countries supporting Russia. That is the only language that Russia understands and the only way to stop its attacks.",
80,Joanna | Scheuring-Wielgus,S-D,PL,257084,257084," – Pani Przewodnicząca! Pani Komisarz! Zawsze jak rozmawiamy o Rosji, po tej stronie sali, jak grzyby po deszczu, wyrastają agenci Putina. Ja już naprawdę nie wiem, jak prościej można to powiedzieć. Rosja jest agresorem. Putin jest zagrożeniem. Ale nie mówię tylko tutaj o ataku dronów czy samolotów nad przestrzenią powietrzną Europy. Skupmy się również na tym, co się dzieje w przestrzeni internetowej. Polska jest jednym z najbardziej atakowanych krajów w Unii Europejskiej: w zeszłym przeszło 100 tys. ataków w cyberprzestrzeni, do teraz, do października już 170 tys. ataków w cyberprzestrzeni, a zeszłego dnia – 2330. To są fakty. To nie są mrzonki. Jeżeli państwo tego nie widzą, to się obudźcie, bo działacie na korzyść Putina, a nie na korzyść naszego bezpieczeństwa.
(Mówczyni zgodziła się na pytanie zasygnalizowane przez podniesienie niebieskiej kartki)",
81,Petras | Gražulis,ESN,LT,256808,256808," – Gerbiama pranešėja, noriu paklausti kaip valdančios daugumos atstovės. Europos Sąjunga tik kalba, bet nelabai kokių konkrečių veiksmų imasi. Štai pastaruoju metu Lietuva, mano šalis, yra NATO šalis. Įskrenda dronai. Krašto apsaugos ministrė sako, kad čia nebuvo dronai, o žvirblių būrys, bet po dviejų savaičių randa dronus kariniame poligone. Dabar prieš pora dienų įskrenda oro balionai. Sako, neturim kuo numušti. Tai pasaka. Imkit lanką, strėlę ir numuškit. Ir taip tiesiog gėda prieš visą Europą ir pasaulį. Kada imsis rimtų sprendimų Europos Sąjunga?
(posėdžio pirmininkė iš kalbėtojo atima žodį)",
82,Joanna | Scheuring-Wielgus,S-D,PL,257084,257084,"(początek wystąpienia poza mikrofonem) ...To wstyd i hańba, że siedzi pan tutaj, na tej sali, i opowiada takie głupoty. Nie siedział pan tutaj wcześniej, nie widziałam pana. Jasno i wyraźnie było powiedziane, na co idą teraz pieniądze i jak wygląda bezpieczeństwo. Nie widział pan, jak Europa się zjednoczyła w momencie, kiedy był atak dronów nad Polską? Jest pan ślepy? Nie widzi pan tego? Ja wręcz uważam, że jest pan agentem Putina i pan nie chce tego zobaczyć. I pan nie chce tego zauważyć.",
83,Thierry | Mariani,PfE,FR,197623,197623," – Madame la Présidente, lorsque les violations de l’espace aérien sont clairement identifiées, elles sont inadmissibles. Mais le courage réside aussi dans le fait d’appliquer cette indignation à toutes les violations, et pas seulement à celles qui vous arrangent.
Entre juillet et décembre 2024, 900 violations de l’espace aérien et 45 violations de l’espace maritime ont été commises par la Turquie contre Chypre. En 2025, la Grèce a déjà subi plus de 150 violations de son espace aérien et plus de 1 800 violations de son espace maritime par des avions et des bateaux turcs. Pourtant, aucun débat n’a lieu à ce sujet; tout le monde semble trouver cela normal et garde le silence.
Il faut défendre notre souveraineté, toute notre souveraineté, pas seulement celle qui justifierait une nouvelle guerre sainte face à la Russie, car cette guerre n’est pas la nôtre. J’attends la même indignation quand la Turquie viole aussi l’espace aérien d’États européens.",
84,Cristian | Terheş,ECR,EN,197655,197655," – Madam President, dear colleagues, Russia's incursions into EU and NATO airspace over Romania, Poland, Estonia and other countries are not accidents or navigational errors. They are deliberate provocations designed to test our response time, radar coverage and political will. Each airspace violation is reconnaissance. Moscow studies our coordination and readiness without crossing a formal threshold of war.
These calculated violations are part of a broader psychological and hybrid warfare campaign aimed at intimidating and shifting public opinion, as well as normalising aggression. Scrambling jets and issuing diplomatic protests or condemnations are necessary EU and NATO responses, but they are not sufficient. From a military standpoint, true deterrence demands visible readiness, joint patrols, and immediate and firm consequences for repeat violations. Any hesitation is perceived in Moscow not as an act of goodwill, but of weakness. And weakness always invites more aggression.
I call, therefore, that, in the event of a future EU and NATO airspace violation, after an initial warning, the object be shot down.",
85,Juan Ignacio | Zoido Álvarez,PPE,ES,197621,197621," – Señora presidenta, señor comisario, en cuestión de semanas, las incursiones de drones rusos en el espacio aéreo europeo se han vuelto más frecuentes y más atrevidas. Ya no se lanzan solo desde suelo ruso, ahora despegan desde los cientos de buques fantasmas que rodean nuestras costas. Los drones ya no llegan únicamente del este, ahora lo hacen desde todas las direcciones. Lo que comenzó en Polonia, se expande hoy por toda Europa. Los aeropuertos de Copenhague y Múnich se han visto forzados al cierre, lo que ha dejado a decenas de miles de pasajeros en tierra. Se han localizado drones no identificados mientras sobrevolaban bases militares en Bruselas, y yo me temo que solo es cuestión de tiempo que lleguen al sur de Europa.
Putin pretende poner a prueba nuestro compromiso con la defensa colectiva y es plenamente consciente de que cada titubeo europeo es una victoria rusa. Por eso, tenemos la obligación de reaccionar firmes, de reaccionar unidos, porque nadie está suficientemente lejos. Nadie está suficientemente a salvo.",
86,Eero | Heinäluoma,S-D,FI,197800,197800," – Arvoisa puhemies, Euroopan unioni elää historiansa vaarallisinta aikaa. Sota on todellisuutta Euroopassa. Venäjän perusteeton hyökkäys Ukrainassa jatkuu neljättä vuotta. Venäjän aggressiiviset toimet ulottuvat yhä enemmän koko Eurooppaan.
Ilmatilaamme loukataan toistuvasti. Lentoyhteyksiämme häiritään. Droonit ovat todellisuutta erityisesti EU:n itärajalla. Komissio ja komission puheenjohtaja Ursula von der Leyen ansaitsevat ison tunnustuksen nopeasta reagoinnista drooniuhkan lisääntymiseen. Droonimuuri todellakin tarvitaan, ja suurimmat panostukset tulee tehdä siellä, missä riski on suurin: EU:n itärajalla.
Nyt tarvitsemme yhtenäisyyttä ja solidaarisuutta, ei sisäpoliittista nahinointia. Toimikaamme niin, että tulevat polvet ovat ylpeitä siitä, miten nykyiset päättäjät puolustivat EU:n itsemääräämisoikeutta ja toimintakykyä, Ukrainan itsemääräämisoikeutta ja kansojen vapautta.",
