,LIB,PP,LG,MEPID,CODICT,speech,SPEAKER_TYPE
27,Dennis | Radtke,PPE,DE,188945,188945," – Herr Präsident, Frau Kommissarin, liebe Roxana, liebe Kolleginnen und Kollegen! Die Instrumente, die im Kampf gegen Armut notwendig sind, sind aus meiner Sicht so vielfältig, wie Armut an sich vielfältig ist. Ich könnte stundenlang darüber streiten: Ab wann ist man denn eigentlich arm? Ist man eigentlich erst arm, wenn man zu denjenigen gehört, über die wir in Brüssel, direkt vor unserer Haustür, vorm Europäischen Parlament, quasi drüberstolpern oder drübersteigen, wenn wir zur Arbeit gehen? Die Obdachlosen, die direkt vor dem Europäischen Parlament campieren – campieren müssen? Oder ist man auch schon arm, wenn man zu den 5,3 Millionen Menschen gehört – diese Zahlen sind jetzt diese Woche veröffentlicht worden –, die in einem Land wie Deutschland nicht mehr genügend Geld haben, um ihre Wohnung vernünftig zu beheizen – viele von denen, obwohl sie arbeiten, sich jede Woche hart anstrengen? Fängt da schon Armut an? Deswegen: Es ist vielfältig. Und zwischen diesen beiden Polen bewegt sich noch eine ganze Menge. Deswegen ist es auch notwendig, dass vielfältige Antworten gegeben werden. Ich glaube auch, die Europäische Union kann nicht jede Form dieser Vielfalt an Armut bekämpfen. Wir sind auch nicht für alles zuständig. Aber ich finde es wichtig, dass wir da, wo wir die Möglichkeiten haben, unsere Beiträge dazu leisten.
Deswegen begrüße ich auch ganz ausdrücklich die neue Strategie der Kommission im Kampf gegen Armut. Deswegen habe ich auch Projekte wie die EU‑Kindergarantie immer von Herzen unterstützt. Aber mir ist wichtig, dass wir nicht einfach nur Geld ins Schaufenster stellen, sondern deswegen ist auch das Monitoring dieser Prozesse so wichtig. Wir müssen sicherstellen, dass das Geld auch wirklich da ankommt, wo es gebraucht wird.
Noch eine abschließende Bemerkung, weil vieles von dem, was wir tun im Kampf gegen Armut, sehr eng und unmittelbar mit dem ESF+ verknüpft ist. Diese Frage, Roxana, du weißt das – neuer mehrjähriger Finanzrahmen –, das ist gerade für uns in der EVP auch ein zentrales Thema. Wir müssen sicherstellen, dass der ESF+ genauso wenig wie Agrarpolitik und andere Politikfelder in dieser Legislaturperiode mit dem nächsten MFR zum Verschiebebahnhof für andere Projekte gemacht wird, sondern wenn wir einen klaren Fokus haben wollen, dann muss sich das auch in der Architektur des mehrjährigen Finanzrahmens widerspiegeln.",au nom du groupe
28,Gabriele | Bischoff,S-D,DE,197435,197435," – Herr Präsident, Frau Vizepräsidentin, liebe Roxana! Wir haben in Europa 467 Milliardäre, und deren Gesamtvermögen ist in der ersten Jahreshälfte um 405 Milliarden EUR gewachsen – quasi von selbst. Und wir haben gleichzeitig 93 Millionen Europäerinnen und Europäer, die von Armut bedroht sind – fast 20 Millionen Kinder sind davon betroffen. Und trotz wachsender Wirtschaft und sinkender Arbeitslosigkeit ist die Schere zwischen Arm und Reich weiter auseinandergegangen. Deshalb ist es für uns auch besonders wichtig gewesen, dass wir wirklich die 20 Milliarden EUR im Haushalt bereitstellen zur Bekämpfung von Kinderarmut. Und es ist extrem ärgerlich, dass die EVP das nicht mit unterstützt hat.
Denn – Sie haben es gesagt – die Armut verschwindet nicht von alleine. Wir brauchen mutige Politiken hier. Und deshalb freut es mich zu hören, Frau Kommissarin: Sie haben von einem neuen Momentum gesprochen hier, dass wir wirklich eine gute, verbindliche EU‑Armutsstrategie bekommen – mit verbindlichen Verpflichtungen, wirklich die Armut bis 2050 zu beenden. Wir brauchen dazu klare Meilensteine, nationale Ziele, wie mein Vorredner auch gesagt hat, ein öffentliches Monitoring und auch Konsequenzen, wenn diese Pläne verfehlt werden. Denn bislang ist es so, dass wir uns Ziele setzen, sie dann aber nicht erreichen, weil wir das nicht sicherstellen.
Und ganz wichtig ist für mich auch: Wir haben so viele Menschen in Europa, die arm sind – trotz Arbeit. Working Poor dürfte es auf so einem reichen Kontinent wie unserem gar nicht geben. Deshalb brauchen wir auch gute Arbeit. Quality Jobs statt Working Poor heißt: angemessene Mindestlöhne, mehr Tarifbindung, Schluss mit Null-Stunden-Verträgen und Schluss mit unbezahlten Praktika. Wer prekäre Jobs stoppt, der hilft auch wesentlich, die Armut zu reduzieren. „Eure Armut geht mich an“ war eine Kampagne der Berliner Stadtmission. Unsere Botschaft sollte heute sein: Eure Armut geht uns an, und wir werden dafür sorgen, dass es eine solche verbindliche Strategie gibt.",au nom du groupe
29,Pál | Szekeres,PfE,HU,256855,256855," – Elnök Úr! Ez egy nagyon fontos kérdés, és ezért azt gondolom, hogy fontos arról is beszélni, hogy tagállami szinten mit teszünk azért. Nyilvánvaló, hogy nagyon fontos elem, hogy a családokat támogassuk, a gyermekszegénység elleni küzdelem egyik legfontosabb eleme. Nem szeretnék most részletesen beszélni a magyar családtámogatási modellről, mert kevés hozzá a két perc.
Mindenképpen kell az oktatásra fókuszálni. Magyarországon ingyenesek az óvodák, az általános iskolák és a középiskolák, sőt a tankönyvek és az étkeztetés is költségmentes. Nagyon fontos, hogy ha jó oktatás van, akkor legyenek minőségi munkahelyek. Az esélyteremtés és munka: az a cél, és nem pedig a segélyezés. Aki tud dolgozni, annak teremtsünk lehetőséget. Magyarországon jelenleg a foglalkoztatás az EU-s átlag fölött van, és örömmel mondom, hogy a fogyatékos emberek foglalkoztatása is az EU-átlag fölött van jelenleg.
Szeretnék két új elemet kiemelni, ami szintén fontos eleme ezeknek a törekvéseknek. Egyrészt, hogy Magyarországon a két- vagy többgyermekes anyák nem fognak adót fizetni, személyi jövedelemadót, és szintén új elem a 3%-os kamatozású, 10%-os önrészes első otthonhoz jutási kedvezmény, ami a fiatalokat támogatja. Nagyon fontos az is, hogy alacsony legyen a rezsi, nagyon sokan az energiaszegénység áldozatai. Magyarországon ezt sikerült úgy megoldani, hogy a 25%-ról ez jelentősen csökkent, akiknek ilyen típusú problémája van.
Ne feledkezzünk el az idősekről se! A nyugdíjasok kiemelt megbecsülést érdemelnek, fontos, hogy a nyugdíjak megőrizzék a vásárlóértéküket. Mi tervezzük a 13. havi nyugdíj mellett a 14.-et is bevezetni. Szeretném kiemelni a szegénység elleni küzdelem az közös feladat. Az állam, a civil szervezetek, az egyházak és a polgárok közös feladata. Viszont nem lehet felrúgni az évszázados társadalmi konszenzust: az idősek, a fogyatékosok és a családok terhére nem lehet több fókusz az illegális bevándorlókra.",au nom du groupe
30,Γεάδης | Γεάδη,ECR,EL,256986,256986," – Κύριε Πρόεδρε, η Διεθνής Ημέρα Εξάλειψης της Φτώχειας υπενθυμίζει σε όλους μας την τραγική πραγματικότητα που βιώνουν εκατομμύρια άνθρωποι σε όλον τον κόσμο. Η φτώχεια δεν είναι μια λέξη κενή περιεχομένου, αλλά η αποτύπωση της στέρησης, του πόνου, της καθημερινής μάχης για ένα κομμάτι ψωμί και για τη διασφάλιση ικανοποιητικού επιπέδου υγείας. Ας αντιληφθούμε άπαντες ότι πίσω από κάθε αριθμό που αφορά τη φτώχεια κρύβεται ένας άνθρωπος, μια οικογένεια, ένα παιδί που στερείται τα βασικά. Όσα έχω περιγράψει αποτελούν ανοιχτή πληγή για την ανθρωπότητα, πόσο μάλλον για την ίδια την Ευρώπη που θέλει να διαφημίζει ανάπτυξη και ευημερία. Αποτελεί πρόκληση ότι εν έτει 2025 μαστίζουν ακόμα την Ευρωπαϊκή Ένωση η ανεργία, οι ανισότητες και η οικονομική ανασφάλεια, καθώς και το γεγονός ότι υπάρχουν άνθρωποι χωρίς πρόσβαση στα βασικά αγαθά, οι οποίοι ζουν στα όρια της φτώχειας και του κοινωνικού αποκλεισμού. Η εικόνα δε που βλέπουμε σε μεγάλες ευρωπαϊκές πρωτεύουσες με άστεγους στους δρόμους αποτελεί ντροπή. Είναι απαράδεκτο ότι πίσω από τις ωραίες κουρτίνες της κάλπικης ευημερίας υπάρχουν πολίτες που ζουν με κοινωνικά παντοπωλεία, με ελάχιστο εγγυημένο εισόδημα, με συσσίτια, τους εκποιούν τις περιουσίες τους, τους «κουρεύουν» τις καταθέσεις τους, όπως στην Κύπρο. Η Ευρώπη πρέπει να σταθεί στο ύψος των αξιών της, προσφέροντας πραγματικές λύσεις, και όχι κούφια λόγια παρηγοριάς. Επιβάλλεται οι πολιτικές να μην έχουν χαρακτήρα επιδοματικής στήριξης αλλά να κινούνται προς την κατεύθυνση αύξησης των εισοδημάτων των νοικοκυριών.
Αγαπητοί συνάδελφοι, η λύση δεν βρίσκεται ούτε στον κομμουνισμό της ισοπέδωσης ούτε στον αχαλίνωτο καπιταλισμό της αδιαφορίας. Η λύση βρίσκεται στη λογική και την ισορροπία και εμείς εδώ έχουμε την ευθύνη να επιλέξουμε πολιτικές που δίνουν στους πολίτες τα μέσα να σταθούν όρθιοι, όχι απλώς να επιβιώσουν, αλλά να ζήσουν με αξιοπρέπεια. Οφείλουμε να χτίσουμε έναν κόσμο όπου η αξιοπρέπεια δεν είναι προνόμιο, αλλά δικαίωμα όλων.",au nom du groupe
31,Христо | Петров,Renew,BG,257257,257257," – Г-н Председател, г-жо Мизато, този Международен ден за изкореняване на бедността за 20 милиона деца в Европа започна както обикновено. Настанени в институция или откъснати от света, или в ромски квартал, или помагащи на семейството си, вместо да отидат на училище. За тези 20 милиона деца този ден остава просто още една дата в календара и това не може да продължи така.
Детската бедност не е съдба. Тя е нашата неспособност да защитим най-невинните сред нас. Затова искам да изпратя ясно послание към Европейската комисия. Трябва да предложите смела стратегия за борба с бедността, която поставя детската бедност в сърцевината си. И трябва да изградите силна връзка между тази стратегия и Европейската гаранция за децата. Защото, както знаем, имаме нужда от специален и отделен бюджет за детската гаранция. Всяко евро, инвестирано в образованието, в здравето и храненето на децата, е инвестиция в нашето общо бъдеще.
Ние имаме морално задължение да помагаме на тези, които живеят в крайна бедност, независимо дали са хора с увреждания, деца, настанени в институции, или роми. А към колегите от всички политически групи – всеки път можете да гласувате в подкрепа на борбата с детската бедност. Всеки път можете да гласувате за нейното финансиране. И всеки път, когато гласуваме, ние избираме дали този ден ще остане просто символична дата или ще се превърне в ден, в който всяко дете започва утрото си с надежда, а не с лишения.",au nom du groupe
32,Marie | Toussaint,Verts/ALE,FR,97236,97236," – Monsieur le Président, chers collègues, Madame la Commissaire, ce débat se tient à l'occasion de la Journée internationale pour l'élimination de la pauvreté, toujours indispensable parce que des milliards de personnes dans le monde, des centaines de millions en Europe, souffrent encore de la faim, de ne pas avoir de toit décent sur la tête, d'emplois décents ou de l'humiliation et du mépris liés à leur condition.
Oui, la pauvreté est un choix politique. L'éradiquer aussi. Alors, il nous faut changer de boussole, placer l'éradication de la misère au cœur de toutes nos actions. Cela requiert en premier lieu de placer la parole des personnes concernées au cœur des politiques publiques. Parce que ce sont celles et ceux qui vivent la pauvreté qui la connaissent le mieux. L'expertise populaire doit être au cœur de toutes les décisions publiques.
En deuxième lieu, je veux aussi vous parler du mépris des personnes les plus pauvres. Parce qu'être pauvre, c'est être toujours soupçonné d'être responsable de votre situation, coupable de votre condition. On écrase les plus pauvres sous le poids des préjugés quand il faudrait au contraire ôter de leurs épaules le fardeau de la misère. La main des institutions vient ainsi s'abattre sans douceur sur les familles en difficulté, par exemple. Trop d'enfants sont encore placés aujourd'hui en Europe pour conditions de ressources. Il faut en finir avec cette politique de violence sociale institutionnalisée, parce que qui tolère le mépris des pauvres laisse l'injustice recouvrir le monde.
En troisième lieu, nous devons nous doter d'outils contraignants pour que la lutte contre la pauvreté devienne véritablement la colonne vertébrale de l'Union européenne. Alors dotons-nous d'un droit de veto social pour que plus aucune mesure, plus aucune politique ne soit adoptée si elle vient aggraver les conditions de vie des plus précaires.
Pour finir, je veux évidemment vous parler d'écologie, parce que certains ici, sur ces rangs, peu nombreux aujourd'hui d'ailleurs, viennent combattre la nature et osent prétendre le faire au nom des classes populaires. Alors, je veux vous le dire clairement: votre combat contre l'écologie est un combat contre les plus vulnérables qui conduit aux pires injustices environnementales, au sacrifice de la santé des Roms et des voyageurs relégués, à l'abandon des vies ouvrières dont les corps sont durablement pollués et contaminés, à l'épuisement physique et mental des plus précaires.
La justice sociale et l'écologie ne sont pas deux batailles distinctes, elles n'en forment qu'une, une seule, celle de la dignité humaine.",au nom du groupe
33,João | Oliveira,The Left,PT,257083,257083," – Senhora Presidente, Senhora Comissária Mînzatu, fazemos este debate no momento em que está em discussão e em construção a primeira estratégia da União Europeia de combate à pobreza. Por isso, queríamos sublinhar que a referência dessa estratégia da União Europeia deve ser a da erradicação da pobreza, porque o objetivo da erradicação da pobreza é um objetivo essencial para construir sociedades democráticas, em que os direitos humanos sejam integralmente respeitados, em todas as suas dimensões, como direitos políticos, económicos, sociais e culturais.
Os objetivos do Pilar Europeu dos Direitos Sociais, a propósito do combate à pobreza, estão hoje muito longe daquilo que é necessário. E o objetivo desta estratégia deve ser, de facto, o da erradicação da pobreza, e essa estratégia da União Europeia não deve ter critérios e referências menos ambiciosos do que aqueles que já resultam de referências internacionais, como os Objetivos de Desenvolvimento Sustentável da ONU e outros elementos apontados ao nível da ONU.
A erradicação da pobreza deve ser assumida com a urgência correspondente, apontando o ano 2035 para a concretização desse objetivo, a partir de um compromisso político com uma política robusta e diversificada, que assuma a eliminação das desigualdades na distribuição da riqueza.
Uma estratégia orientada para o pleno emprego, como orientação das políticas económicas e sociais, que garanta salários justos, condições de trabalho dignas e seguras, acesso à proteção social, acesso universal a serviços públicos ou à habitação e outros critérios absolutamente imprescindíveis, como, por exemplo, o combate às discriminações que atingem as crianças, as mulheres, as comunidades ciganas e as pessoas com deficiência.
Esses objetivos têm de ter associados a recursos financeiros essenciais para que sejam eficazes.",au nom du groupe
34,René | Aust,ESN,DE,256929,256929," – Herr Präsident! Armut zerstört Leben. Sie zerstört das Leben von Kindern und Jugendlichen, weil sie in Armut ihre Talente, Fähigkeiten, Eigenschaften nicht voll entwickeln können. So wird es jungen Menschen unmöglich gemacht, tolle Handwerker, Techniker, Ärzte, Unternehmer und so weiter werden zu können, obwohl sie das Potenzial dafür hätten. Das betrügt diese Kinder und Jugendlichen um ihre Zukunft.
Aber es schadet auch uns allen, denn diese Beschneidung, das Beste aus sich machen zu können, verringert das Wachstum der ganzen Wirtschaft. Armut nimmt Freiheit: Wenn alleinerziehende Mütter und Väter in schwierigen sozialen Verhältnissen alleine gelassen werden und sich aus Angst nicht mehr in die Innenstädte, Freibäder und Parks trauen, dann ist das ein Angriff auf die Freiheit.
Armut nimmt Würde: wenn Senioren, die Kinder großgezogen haben und ein ganzes Leben gearbeitet haben, Pfandflaschen sammeln müssen. Deswegen brauchen wir einen Richtungswechsel in Europa, einen Richtungswechsel für Industriearbeitsplätze und gegen den Green Deal. Und Schluss mit Ihrer Sanktionspolitik!",au nom du groupe
40,Wouter | Beke,PPE,NL,256887,256887," – Voorzitter, collega's, commissaris, de Europese chemiesector gaat door een zware storm. De zwaarste storm sinds de financiële crisis. Om u maar een idee te geven: in de Antwerpse haven, in mijn land, de grootste chemiecluster van Europa, draaien de installaties maar op 65% van hun capaciteit. Dat is het laagste niveau in 44 jaar. De productievolumes dalen, de investeringen verschuiven naar de Verenigde Staten of Azië. En ook in mijn land kondigden bedrijven zoals BASF, ExxonMobil of TotalEnergies aan te zullen sluiten of herstructureringen te zullen doorvoeren.
Nochtans is de brede chemiesector in België goed voor een vijfde van de industriële tewerkstelling en een derde van onze export. In die context moeten we elk voorstel steunen dat het leven van onze chemische cluster eenvoudiger maakt. De voorstellen van vandaag zijn geen wondermiddel, maar ze zijn wel een stap in de goede richting. Ze stroomlijnen de procedures en de veiligheidsbeoordeling, ze verminderen de administratieve lasten voor bedrijven en zorgen voor snellere en efficiëntere beslissingen over chemische stoffen. Met één beoordeling per stof, zoals u heeft aangegeven, en een gemeenschappelijk platform, versterken we zowel de bescherming van de mens en het milieu als de competitiviteit van onze industrie. Minder papierwerk, meer innovatie, snellere procedures. Dat is wat onze Europese industrie en zeker de chemische industrie vandaag nodig heeft. Alle steun dus.",au nom du groupe
41,Christophe | Clergeau,S-D,FR,245018,245018," – Monsieur le Président, Madame la Commissaire, chers collègues, nous avons besoin de faire plus pour protéger la santé et l'environnement au regard de l'impact des produits chimiques. Là où nous vivons, la manière dont nous vivons, les pollutions et les produits dangereux auxquels nous sommes exposés ont un impact sur nous-mêmes, ont un impact sur notre santé humaine et expliquent une large partie du développement incroyable des maladies non transmissibles: les cancers, les maladies dégénératives, les maladies de la douleur.
Alors oui, il fallait cette base de données commune pour les produits chimiques et cela va être un point d'appui pour mieux évaluer ces produits. Je voudrais vraiment remercier le rapporteur Dimitris Tsiodras pour avoir animé notre travail, mais avoir aussi su faire valoir les positions du Parlement auprès du Conseil. Le Parlement a réussi à améliorer ce texte sur des points clés, de mon point de vue: une meilleure prise en compte de la notion de risques émergents pour regarder les risques qui arrivent, qu'on ne connaît pas encore totalement; une meilleure prise en compte de la possibilité pour des citoyens, pour des ONG, pour des experts et des scientifiques indépendants de verser leurs contributions dans cette base de données pour qu'elles soient disponibles dans toute l'Europe; et aussi la possibilité pour l'Agence européenne des produits chimiques (ECHA) de passer des commandes d'études auprès de la science indépendante pour compléter les dossiers qui sont amenés par les industriels.
Alors oui, c'est très bien, oui, il va falloir aller plus loin – et je conclus ainsi –, plus loin pour réviser l'encadrement des produits chimiques – c'est la révision du règlement REACH que nous attendons – plus loin pour coordonner les agences qui interviennent dans le domaine de la santé, et plus loin pour renforcer l'ECHA. Je serai le rapporteur de ce Parlement pour la législation sur l'ECHA et je poursuivrai le travail collectif mené avec M. Tsiodras.",au nom du groupe
42,Ondřej | Knotek,PfE,EN,197528,197528," – Mr President, honourable colleagues, the European chemical industry and chemicals play a key role for EU citizens and the EU economy. Therefore, one would expect that EU policies will have ambitions to boost the EU-based chemical industry.
Unfortunately, the opposite is true: the EU chemical industry is suffering and without substantial changes in course of last year's energy, climate and industrial policies, the EU chemical industry will not survive in Europe.
Maybe, therefore, I am pleased to see three negotiated files related to the EU chemicals ecosystem, with a positive effect on transparency, predictability, information access, assessment process unification, the common data platform, 'one substance, one assessment', better coordination among related agencies and, last not least, more ECHA and less European Commission. These are just a few examples of positive signals.
Also, the industry's concerns on sensitive information disclosure have been positively addressed during the trilogue negotiations. What is not positive, in the eyes of a patriot, is that the final text allows the Commission to update the concentration limit via delegated acts, and this is not a good direction forward but, anyway, the world is not perfect.
But, in general, the outcomes of trilogues are a good message for suffering EU chemical industries. So thank you for that, and thank you, rapporteur.",au nom du groupe
43,Beatrice | Timgren,ECR,SV,257090,257090," – Herr talman! EU måste växla ner och börja avreglera. I åratal har EU:s svar på problem såsom finanskrisen, pandemin och klimatutmaningar varit samma gamla lösning: mer regleringar. Förenklingar? Det är någonting man gärna talar om i den här kammaren, men det visar sig ständigt vara tomma ord. Och resultatet? Ja, våra europeiska företag, de kvävs just nu i ett hav av rapporteringskrav, dubbelarbete, byråkrati. Medan våra konkurrenter i USA och Asien går åt andra hållet. De avreglerar. De satsar på sin konkurrenskraft. Inte konstigt att vi hamnar efter.
Det nya förslaget om en gemensam dataplattform för kemikalier är tyvärr inget undantag. Exempel på hur byråkratin växer, inte krymper. Trots löften om bättre datatillgång ökar förslaget bara rapporteringen och administrationen och gör det svårare för våra europeiska företag.
Och artikel 22 tvingar företag att anmäla alla studier, även de som redan har rapporterats, vilket skapar mer pappersarbete – inte mer säkerhet.
EU talar gärna om så kallade “bättre regleringar“, men levererar ständigt mer regleringar. Om EU menar allvar med att stärka sin konkurrenskraft måste vi våga riva byråkratiska hinder och sluta bygga nya. Det är dags att EU hittar en backväxel och vågar avreglera och förenkla på riktigt, och inte bara måla om byråkratin i nya färger.",au nom du groupe
