,LIB,PP,LG,MEPID,CODICT,speech,SPEAKER_TYPE
14,Manuela | Ripa,PPE,DE,206158,206158," – Frau Präsidentin! Kulturpolitik ist nicht verhandelbar, und unser Recht, sie zu schützen, auch nicht. Als wir mit dem Ausschuss für Kultur und Bildung in den USA waren, haben uns viele Kulturschaffende beneidet um unsere Mediengesetze, um Europas Mut, Vielfalt zu fördern, statt sie dem Markt zu opfern.
Die AVMD-Richtlinie garantiert den Zugang zu europäischen Werken, schützt unsere Sprachen, unseren Medienpluralismus und unsere demokratische Debattenkultur. Die Zusammenarbeit mit unseren amerikanischen Partnern ist wichtig, keine Frage. Aber Europa darf nicht naiv sein. Es geht hier nicht um Protektionismus, sondern um kulturelle Selbstbestimmung, faire Wettbewerbsbedingungen und Respekt vor den Kreativen, die unsere Identität lebendig halten. Wir sind nicht nur Konsumentinnen und Konsumenten von Inhalten. Wir sind Hüter unserer kulturellen Vielfalt.
Mein Appell an die Kommission: Lassen Sie uns unser europäisches Kulturmodell gemeinsam verteidigen! Die AVMD-Richtlinie ist keine Verhandlungsmasse. Das sind wir unseren Kreativen, uns allen und der europäischen Idee selbst schuldig.",
15,Sandro | Ruotolo,S-D,IT,257170,257170," – Signora Presidente, onorevoli colleghi, noi oggi non discutiamo soltanto una direttiva: stiamo difendendo la diversità culturale, la sovranità legislativa e la democrazia europea da un attacco frontale.
L'amministrazione Trump ha scelto di indicare la direttiva sui servizi audiovisivi come una ""barriera commerciale"" e minaccia di colpire le produzioni europee con una tassa del 100%. È un gesto ostile, non solo verso l'Unione europea, ma verso tutti coloro che credono in un settore audiovisivo forte, diversificato, indipendente. Trump colpisce l'Europa imponendo la legge del più forte, ignorando il rispetto reciproco e la cooperazione, che sono alla base del dialogo transatlantico.
Ma noi non ci piegheremo. La difesa del nostro patrimonio culturale non è negoziabile. Questa direttiva è molto più di una legge: è uno scudo a difesa della diversità, del pluralismo dei nostri autori e delle nostre storie.
Questa è la battaglia per l'indipendenza e la diversità culturale dell'Europa ed è una battaglia che non intendiamo perdere.",
16,Bogdan Andrzej | Zdrojewski,PPE,PL,124893,124893," – Pani Przewodnicząca! Musimy oczywiście pamiętać, że polityka kulturalna należy przede wszystkim do kompetencji państw członkowskich. Podkreślamy wielokrotnie, w tym także w tej rezolucji, że zasada pomocniczości jest nie tylko zasadą podziału kompetencji, ale stanowi także podstawowe zabezpieczenie różnorodności kulturowej.
Z tego powodu tak bardzo ważny jest ustęp piąty, ustęp ostatni w rezolucji. Warto go przytoczyć w całości: „wzywamy Komisję do zdecydowanego odrzucenia wszelkich prób uznania dyrektywy o audiowizualnych usługach medialnych za zakłócenie w handlu oraz do obrony tej dyrektywy jako uzasadnionego mechanizmu instrumentu regulacyjnego. Ma on bowiem znaczenie nie tylko dla zapewnienia ochrony różnorodności kulturowej, ale także dla suwerenności i posiadania przez nas miękkiej siły. Kultura dla nas jest nie tylko ważnym elementem polityki wewnętrznej, ale także obrony suwerenności Europy”.",
17,Vytenis Povilas | Andriukaitis,S-D,LT,119652,119652," – Gerbiama posėdžio pirmininke, gerbiamas komisare. Man malonu pradėti nuo be galo geros Danijos patirties. Danija yra patvirtinusi Danijos kultūros kanoną ir kultūros kanoną bando tvirtinti ir Švedijoje, ir Latvijoje, ir Lietuvoje. Iš tiesų mes turime pasakyti labai aiškiai – tai ne tik kultūrų apsauga, kalbų apsauga, Europos įvairovės apsauga. Tai yra neišpasakytas didelis ginklas pasaulyje skleidžiant Europos Sąjungos tautų nepriklausomos suverenios kultūros gynimo idėją. Lietuva išsivadavo tik dėl to, kad ji rėmėsi savo kalba, kultūra ir papročiais. Todėl mažųjų tautų apsauga yra ypatingai svarbi – taip, kaip ir nykstančių rūšių. Ir todėl mes turime paremti visomis jėgomis šios direktyvos apgynimą ir paramą kultūrai.",
18,Juan Fernando | López Aguilar,S-D,ES,96812,96812," – Señora presidenta, señor comisario Jørgensen, este es un debate especialmente afortunado. No solamente porque es una defensa cerrada y firme de la Directiva de Servicios de Comunicación Audiovisual, sino porque, además, hay unanimidad en todas las intervenciones en la defensa de lo que hemos denominado «soberanía cultural europea», de modo que se rechaza que haya una amenaza de la Administración Trump de imponer un arancel del 100 % a las producciones culturales europeas; y al mismo tiempo se celebra que en ese acuerdo —del que no nos sentimos nada orgullosos—, de julio de 2025, entre la Comisión Europea y la Administración Trump se haya excluido precisamente la producción cultural.
Porque hay que saber que la Unión Europea es una superpotencia no solamente comercial y en ayuda al desarrollo y cooperación humanitaria, sino, sobre todo, una superpotencia cultural, y así la debemos entender, preservar y defender.
Estamos hablando de un sector enormemente dinámico en el que la Unión Europea es primera en el mundo: la cultura.",
19,Cynthia | Ní Mhurchú,Renew,GA,257301,257301," – A Chathaoirligh, a Choimisinéir. An Cailín Ciúin. Kneecap. Arracht. Amhrán na Mara. Róise agus Frank. Spongebob an Scannán. Cré na Cille. Mise Éire. Oíche Sheanchais. Foscadh, Poitín, agus d'fhéadfainn dul ar aghaidh.
I could go on and on, but these are examples of the innate, cultural, wonderful, rich diversity that is associated with our Irish language in Ireland. That language is replicated amongst other languages within the Member States of the European Union. It is vital that we protect and defend our cultural diversity, our cultural sovereignty. It is a huge strength of Europe that we pay tribute and respect and protect our minorities, whether the language is a minority language or a minoritised language.
So I say to the Commissioner and to the Commission: please do everything in your power to protect this directive, to enhance this directive, and to ensure that there is at least 30 % of European origin on platforms, and that we don't bend to the culture outside ...",
20,Lukas | Sieper,NI,DE,256971,256971," – Frau Präsidentin, liebe Menschen Europas! Das Wichtigste zuerst: meinen Glückwunsch an die Autorin. Nela, gute Arbeit! Jetzt eine Ergänzung zu etwas, was der Kollege Zdrojewski gesagt hat: Er sagte, dass die Kultur vor allen Dingen eine Sache der Mitgliedstaaten ist, vor allen Dingen etwas Internes. Und mit allem Respekt, den ich einem ehemaligen Kultusminister erweisen kann, möchte ich da sehr stark widersprechen beziehungsweise etwas ergänzen.
Wir leben in einer Zeit, in der Kultur in Europa nicht mehr nur etwas Nationalstaatliches ist. Zum ersten Mal sehen wir eine Generation junger Menschen, die sich neben ihrer nationalen Kultur auch als Europäer begreifen. Wir tragen dieselben Klamotten, wir hören dieselbe Musik, wir schauen uns dieselben Serien auf den Streaming-Diensten an.
Und wenn wir in uns hineinfühlen, dann fühlen wir uns nicht nur als Deutsche – und ich weiß, das tut manchen hier weh, wenn ich das sage –, aber dann fühlen wir uns nicht nur als Deutsche, sondern auch als Europäer. Also lassen Sie uns gemeinsam daran arbeiten, die Kultur der Mitgliedstaaten zu erhalten und eine europäische Kultur zu entwickeln.",
21,Maria | Grapini,S-D,RO,124785,124785," – Doamnă președintă, domnule comisar, identitatea culturală, patrimoniul cultural, valorile fiecărui stat îi dau identitate. Statele membre s-au unit în Uniunea Europeană, sub același cer, culturi diferite. Avem acest slogan, trebuie să ne apărăm patrimoniul cultural. Trebuie să nu răspundem la șantaj.
Directiva este o posibilitate de a ne proteja patrimoniul cultural, dar nu e suficient să avem o directivă, trebuie să avem și măsuri concrete, să dăm posibilitatea investițiilor audiovizualului european. Și, da, domnul Trump vrea să pună taxe, oricine operează în spațiul Uniunii Europene trebuie să respecte regulile Uniunii Europene, trebuie să respecte cultura europeană, trebuie să respecte valorile europene.
De aceea, cred că directiva și, sigur, cu ceea ce am cerut prin această dezbatere, trebuie să sprijine audiovizualul european tocmai pentru ca să avem identitate, tocmai pentru a ne proteja valorile europene. Avem 24 de limbi oficiale, avem artiști care au câștigat premiile cele mai prestigioase. Acești oameni trebuie să fie cunoscuți pentru generațiile care vin, pentru copiii noștri și tocmai de aceea este bine că avem această...
(Președinta a retras cuvântul vorbitoarei)",
24,Vasile | Dîncu,S-D,RO,33998,33998," – Directiva privind serviciile media audiovizuale a fost creată pentru a proteja diversitatea culturală și valorile democratice ale Europei. Totuși, în dialogul transatlantic, aceste obligații sunt adesea tratate ca simple bariere tehnice, nu ca instrumente de interes public. Aceasta este o greșeală.
Ecosistemul media european se confruntă cu o asimetrie profundă. Platformele americane controlează accesul, algoritmii și publicitatea, în timp ce producătorii europeni respectă reguli mai stricte privind conținutul, transparența și cotele culturale. Această diferență distorsionează concurența și slăbește vocile locale.
Avem nevoie de un cadru echitabil. Cooperarea transatlantică trebuie să respecte principiile Directivei, nu să le dilueze. Responsabilitatea egală privind moderarea conținutului, utilizarea datelor și sprijinul pentru media de interes public trebuie să fie de neclintit. Europa nu trebuie să-și coboare standardele pentru a mulțumi platformele globale. Trebuie să ceară reciprocitate.
Viitorul media audiovizualului nu ține doar de accesul la piață, ci de încredere, pluralism și suveranitate democratică. Directiva este contractul nostru social în spațiul digital. Dacă o reducem la simbol, pierdem controlul asupra reprezentării culturale.
Europa trebuie să vorbească ferm și clar. Nu prin compromis, ci prin valori.",
28,Ελεονώρα | Μελέτη,PPE,EL,256943,256943," – Κυρία Πρόεδρε, ας μιλήσουμε λίγο για την παρένθετη μητρότητα: όχι για την αγνή της μορφή, όταν, δηλαδή, μια γυναίκα γίνεται φορέας ελπίδας μέσα από την υπέρτατη πράξη αλτρουισμού, αλλά για την άλλη, την πιο σκοτεινή πλευρά της παρένθετης μητρότητας, όταν δηλαδή η ανάγκη μετατρέπεται σε εμπόρευμα· όταν ευάλωτες γυναίκες χρησιμοποιούνται ως μέσα αναπαραγωγής μετά από εξαναγκασμό· όταν γυναίκες προβάλλουν στα κοινωνικά δίκτυα τη διαδικασία της παρένθετης μητρότητας ως ένα trendy επάγγελμα, πανηγυρίζοντας δημόσια για τα χρήματα που θα λάβουν γεννώντας ένα παιδί αλλά δηλώνοντας ταυτόχρονα πανευτυχείς που δεν θα χρεωθούν την ευθύνη του μεγαλώματός του. Είναι τότε που η γραμμή ανάμεσα στη βοήθεια και την εκμετάλλευση γίνεται εξαιρετικά λεπτή. Είναι τότε που η μητρότητα παύει να είναι μια πράξη προσφοράς και αγάπης και γίνεται εργολαβία. Η Ευρώπη οφείλει να ηγηθεί μιας προσπάθειας ρυθμιστικής και ηθικής θωράκισης, με ενιαίους κανόνες, διαφάνεια, ψυχολογική και νομική υποστήριξη για όλες τις πλευρές και με σαφή διαχωρισμό ανάμεσα στην αλτρουιστική και την εμπορική παρένθετη μητρότητα. Μόνο έτσι μπορούμε να προστατεύσουμε το ιερό δικαίωμα στη δημιουργία της ζωής, χωρίς να επιτρέπουμε να γίνεται πεδίο εκμετάλλευσης, κέρδους και επίδειξης. Γιατί η μητρότητα, όπως και κάθε μορφή αγάπης, δεν πρέπει ποτέ να αγοράζεται, πρέπει μόνο να τιμάται.",au nom du groupe
29,Joanna | Scheuring-Wielgus,S-D,PL,257084,257084," – Pani Przewodnicząca! Panie Komisarzu! Mówimy dziś o przemocy wobec kobiet – i bardzo dobrze – ale nie mówmy o tym jako o czymś, co jest odległe i co nas nie dotyczy. Bo prawda niestety jest druzgocąca. Według badań jedna trzecia kobiet w Unii Europejskiej doświadczyła przemocy w domu, w pracy lub w miejscu publicznym, czyli sprawcą przemocy nie był żaden migrant, jak często na tej sali krzyczy prawica, ale ktoś, kogo ofiara znała: partner, znajomy, mąż, wujek, dziadek, kolega. Na tej sali siedzi 720 osób i statystycznie przeszło 100 kobiet tutaj padło ofiarą przemocy seksualnej. Większość z tych kobiet nigdy o tym nie powiedziała, bo łatwiej uwierzyć w winę ofiary, niż spojrzeć sprawcy w oczy. Czas najwyższy skończyć z milczeniem. Czas najwyższy skończyć z usprawiedliwianiem sprawcy. To się dzieje również tu, między nami. I czas wreszcie przestać odwracać wzrok.",au nom du groupe
30,Margarita | de la Pisa Carrión,PfE,ES,204414,204414," – Señora presidente, señora comisaria, señorías, la vida es un don indisponible y la dignidad del ser humano, inviolable. ¿Estamos respetando este principio? Yo les pregunto: ¿no estamos aceptando cada vez más agresiones a la integridad de la persona —incluso legalmente— para satisfacer deseos o intereses individuales?
Derecho a decidir sobre mi cuerpo o sobre mi vida, derecho a ser padres, autodeterminación... aunque se disfracen de nuevos derechos, contradicen el derecho natural, degradando a las personas como un objeto, incluso de comercio o descarte: las personas como un medio para un fin —en la gestación subrogada o en la prostitución, pero también en el aborto o la eutanasia, entre otros—.
¿Puede ser legítima una agresión porque haya un consentimiento o un pago? Nunca. Esta lógica funciona como un arma contra los más vulnerables —también contra nosotros mismos— y contra la sociedad, y destruye de raíz el amparo que deberían procurarnos los derechos humanos.",au nom du groupe
31,Laurence | Trochu,ECR,FR,256925,256925," – Madame la Présidente, mes chers collègues, il est heureux que ce débat sur l'exploitation de la maternité et donc, ne nous y trompons pas, sur la GPA ait enfin lieu dans cette enceinte. Car, après le rapport de l'ONU qui condamne la GPA sous toutes ses formes, après sa condamnation comme un crime universel par l'Italie, après l'inscription dans la constitution slovaque de son interdiction, c'est à l'Union européenne de se prononcer et notre condamnation doit être sans équivoque.
Il nous faut rappeler que la GPA contrevient à la charte des droits fondamentaux de l'Union européenne. Il nous faut souligner que la GPA contrevient à la Convention des droits de l'enfant, qui en interdit la vente. Il nous faut aussi affirmer que, en utilisant les fonctions reproductives d'une femme au profit d'un autre, la GPA contrevient à la convention sur l'abolition de l'esclavage. Car la GPA n'est rien d'autre que cela, un esclavagisme moderne, effroyable, au nom des droits individuels et du progrès technique, qui se termine par l'arrachement d'un enfant des bras de sa mère. Nous devons donc dès aujourd'hui et définitivement demander son abolition. L'esclavage ne s'encadre pas, il s'abolit.",au nom du groupe
32,Abir | Al-Sahlani,Renew,EN,197400,197400," – Madam President, dear Commissioner, the EU has a violence problem, a gender-based violence problem. It's vast, it's severe, it's devastating. It is online, it is in real life. It is at home, it is in the workplace, it is in the public. It stretches from microaggressions to murders. This not only damages and changes a woman forever, but it is also costing the EU EUR 290 billion a year.
So what's to be done, one can ask? Well, let's address the elephant in the room: we have to talk about men. Because even if it's not all men, it is always a man who is the perpetrator. And we have to talk to men because men have to be responsible for setting the norms among the male population in the EU.
We also have to have consent-based legislation, because a 'no' has to mean a 'no' in Europe. And if we want to walk the talk, then we have to ensure that there is enough money in the next MFF to combat gender-based violence. It is high time for the EU to come back and come on track to the gender equality track.",au nom du groupe
33,Alice | Kuhnke,Verts/ALE,SV,197395,197395," – Fru talman! ”Grab ’em by the pussy!” Så skröt världens mäktigaste man och kom undan med det. Våra söners mobiler fylls varje dag av röster som glorifierar mäns våld och dominans över kvinnor. Samtidigt läser jag om trebarnsmamman i Västerås som blev knivhuggen 35 gånger av sin partner framför sina barn.
Globalt dödas 140 kvinnor och flickor av en närstående varje dag. Våldet är en pandemi, och vi politiker måste ta ansvar för vad som formar pojkars och mäns syn på kvinnor, relationer, sex, våld och makt. Om vi inte bryter denna onda cirkel nu kommer den att upprepas om och om igen.",au nom du groupe
34,Irene | Montero,The Left,ES,245770,245770," – Señora presidenta, señores eurodiputados, los que están aquí, ¿cuántos de ustedes han pagado por sexo? ¿Cuántos de ustedes han compartido una imagen sexual de una mujer sin asegurarse de que ella estaba de acuerdo? ¿Cuántos han pensado que no es para tanto que un amigo fuerce un beso en una noche de fiesta? ¿Cuántos ven normal iniciar una relación sexual con su mujer mientras ella duerme?
Una vez más, vienen ustedes aquí, señorías, a decirnos cómo tenemos nosotras que ser buenas mujeres. Y a mí me gustaría preguntarles ¿cuándo se van a preocupar ustedes de lo que hacen ustedes mismos, de lo que hacen sus amigos, sus padres, sus hermanos, sus compañeros de trabajo? ¿Por qué no se preguntan cómo dejar de agredirnos en lugar de decirnos a nosotras lo que tenemos que hacer?
Para ustedes, proteger a las mujeres nunca es que tengamos más derechos. Nunca es que seamos más libres. Es que hagamos lo que ustedes quieren. Y para este sistema las mujeres somos pura mercancía, objetos a su disposición. Háganse cargo, señorías, de la parte que les toca, que es empezar a tratarnos a las mujeres como personas.",au nom du groupe
