,LIB,PP,LG,MEPID,CODICT,speech,SPEAKER_TYPE
14,Elisabeth | Dieringer,PfE,DE,256834,256834," – Herr Präsident, sehr geehrte Damen und Herren! Ja, hier sind wir bei den beiden Begriffen – es gibt zwei Geschlechter. Wir alle teilen die Grundsätze wie Freiheit, Gewaltprävention, ja mittlerweile Gewaltverhinderung. Wir brauchen sichere Räume, den Schutz von Frauen und Mädchen und die Schaffung eben dieser sicheren Räume. Das alles sind Ziele, die unsere Unterstützung verdienen. Doch leider opfert die Kommission sie auf dem Altar der vermeintlichen inklusiven Sprache. Die vorliegende Erklärung vermeidet klare Begriffe. Sie benutzt Schlagworte wie „Diversität“ und „intersektionale Diskriminierung“, verzichtet darauf, die klaren Worte zu verwenden: Frau und Mann.
Ohne diese rechtliche Klarheit besteht die Gefahr, dass Schutzräume und Sicherheitsstandards nicht nur tatsächlich Frauen zugutekommen. Lassen Sie mich das an einem Beispiel konkretisieren: Im Frauensport treten Frauen gegeneinander an, weil sie biologische Gemeinsamkeiten teilen. Dadurch entstehen faire Wettbewerbsbedingungen. Wenn nicht mehr klar ist oder es überhaupt nicht mehr definiert ist, ob das Kriterium die Biologie oder eine Selbsteinschätzung ist, gerät dieses Prinzip ins Wanken. Unter dem Schlagwort der Geschlechtergerechtigkeit entstehen bereits Regelungen, die auch Personen mit männlicher Biologie den Zugang zu Frauenwettbewerben ermöglichen. Damit wird genau das untergraben, was die Erklärung selbst anstrebt, nämlich Fairness, Sicherheit und Schutz für Frauen.",
15,Valérie | Devaux,Renew,FR,256870,256870," – Monsieur le Président, chers collègues, le vote d'approbation d'aujourd'hui ne marque pas la fin d'un processus. Au contraire, il nous engage à faire davantage ensemble pour apporter des changements concrets dans la vie des femmes et à nous opposer à tout recul ou obstacle à l'exercice de leurs droits, y compris à la maîtrise de leur corps.
Je pense à Gisèle Pelicot, de retour au tribunal cette semaine, et à toutes les femmes victimes de violences qui osent agir pour que la honte change de camp. Leur combat pour la justice doit trouver un écho dans nos décisions politiques.
Je pense aussi à celles qui vivent des discriminations croisées, notamment les femmes en situation de handicap. La prochaine stratégie en faveur des droits des personnes handicapées devra aller de pair avec cette feuille de route pour garantir l'égalité de traitement.
Et je pense enfin aux femmes aidantes qui accompagnent un proche en mettant souvent leur carrière entre parenthèses. Nous attendons une stratégie européenne en matière de soins ambitieuse, qui reconnaisse enfin leur rôle et leur donne le soutien qu'elles méritent. Cette feuille de route fixe un cap. À nous maintenant de faire en sorte qu'elle change vraiment la vie des femmes au quotidien.",
16,Anna | Strolenberg,Verts/ALE,EN,256990,256990," – Mr President, am I less of a human? I have fewer places in the world where I can walk safely. If I love someone, I accept that I also fear them. Even my body is never fully my own. This comes with being a woman. And yet people tell me, 'Slow down. This rise in women hatred will pass. And then you can take your final steps to equality. Just wait.'
Just wait? 1 in 3 women experience sexual or physical violence – 1 in 3 – so there is no time to wait. We must take concrete actions. This declaration is a good step, but we can do more.
So I have two suggestions: first, let us come up with a European approach to end femicide, not just a national approach; second, let us establish a harmonised definition of cyber violence against women, because if we cannot agree what cyber violence is, we cannot fight it.
Pretty words are not enough because every day we delay equality, we deny equality.",
17,Carolina | Morace,The Left,IT,257140,257140," – Signor Presidente, onorevoli colleghi, possiamo approvare tutte le dichiarazioni che vogliamo, ma finché le donne continueranno a subire violenza, a guadagnare meno degli uomini, a essere escluse dai luoghi decisionali e a doversi giustificare per le proprie scelte, l'uguaglianza resterà solo un principio astratto.
Questa dichiarazione dovrebbe difendere un principio molto semplice, ma a quanto pare ancora rivoluzionario, vale a dire che ogni donna possa decidere del proprio corpo, del proprio tempo e del proprio destino.
L'Europa deve dimostrare che crede davvero nei diritti delle donne, non con nuove parole, ma con il coraggio politico di trasformarle in azioni. Fino a quando il mondo delle donne, e dico di tutte le donne, anche quelle che non sono madri, continuerà a far paura, anche alle donne, l'uguaglianza resterà sempre una chimera.",
18,Christine | Anderson,ESN,DE,197475,197475," – Herr Präsident! Ja, eine kleine linke Minderheit führt mal wieder einen Krieg gegen die Realität – mit Strategien und Gesetzen, ganz so, als ordneten sich biologische Fakten linkspolitisch korrektem Quatsch unter. Aber die Realität bleibt. Es gibt exakt zwei Geschlechter: Mann und Frau. Und diese sind biologisch unterschiedlich – verschiedene Stärken, Schwächen, Vorlieben, Ambitionen. Die daraus resultierenden Lebensentscheidungen sind aber nicht Ausfluss einer sozialen Ungerechtigkeit, wie Sie uns glauben machen wollen, sondern einfach Ergebnis gelebter Freiheit, welche es zu respektieren gilt.
Ihre Frauenquote entmündigt Frauen und basiert auf der – wie ich glaubte – überkommenen Vorstellung, dass Frauen zu schwach sind, um ohne staatliche Unterstützung im Leben etwas zu erreichen. Aber auch benevolenter Sexismus bleibt Sexismus, meine Damen und Herren. Hören Sie bitte endlich auf, Frauen zu bevormunden, und kümmern Sie sich lieber um die real existierende Belästigung und Verdrängung von Frauen durch Männer in Frauenkleidern.
(Die Rednerin ist damit einverstanden, auf mehrere Fragen nach dem Verfahren der „blauen Karte“ zu antworten.)",
19,Abir | Al-Sahlani,Renew,EN,197400,197400," – Thank you for this very not enlightening speech, because you only just criticise what feminists are doing. You're talking about gender, but then you claim that we are the sexists when you actually are the one who is because you only talk about sexism, not gender.
So tell me, what do you actually want to do to combat the violence against women inside the EU? Besides talking about migration – all kinds of violence against women, what do you want to do so we can achieve true gender equality between women and men and all other genders? What do you actually want to do besides leading here with disinformation? Thank you.",
20,Christine | Anderson,ESN,EN,197475,197475," – First of all, I'm terribly sorry that you thought my speech was not enlightening to you, maybe you should have listened more closely. What I actually propose is let the people just be people. I'm a woman – I don't want to be anything else. When you go this way – what are we doing? It was all about raising women in society, but with your politics, especially with this whole transgender madness that you're pushing down people's throats, you're actually annihilating women once again. They're being beaten the crap out of in public spaces, and they get medals around their necks. This is your politics. It's disgusting.",
21,Joanna | Scheuring-Wielgus,S-D,PL,257084,257084," – Szokujące są pani wypowiedzi, bo to, że jest pani tutaj na tej sali, to jest właśnie dzięki kobietom. Dzięki kobietom mogła być pani wybrana do Parlamentu Europejskiego, dzięki kobietom mogła pani się uczyć, dzięki kobietom jest pani tu i opowiada pani bzdury.
Moje pytanie jest konkretne: najwięcej przemocy wobec kobiet jest w rodzinach. Co pani zrobi, żeby uratować te kobiety, wobec których przemoc stosują ich najbliżsi?",
22,Christine | Anderson,ESN,EN,197475,197475," – Well, I'm glad you were shocked about what I said today even though there was nothing shocking about it. And please do not talk to me about violence against women in Germany. What we are seeing on an daily basis is two brutal gang rapes every single day in Germany right now. And this is not counting all the other rapes where there's only one perpetrator. So please do not.
This is exactly what I'm talking about. You flood our countries with illegal migrants, and then the women get slaughtered, raped, beaten within an inch of their life. And you have the guts to talk to me about violence in the family? Yeah, there is violence in the family. But what we're experiencing is real violence in the street against women and girls. Shame on you.",
23,Giusi | Princi,PPE,IT,257128,257128," – Signor Presidente, onorevoli colleghi, signora Commissaria, possiamo approvare tutte le leggi del mondo, ma se una bambina cresce pensando che certe carriere non sono per lei, se un ragazzo impara che prendersi cura dei figli è roba da donne, abbiamo perso.
Le leggi cambiano le norme e l'educazione cambia le menti, per cui servono entrambe. L'8 marzo 2025 la Commissione ha tracciato una rotta ambiziosa per i diritti delle donne, un passo importante che accogliamo. Ma la lotta alle discriminazioni culturali deve andare oltre l'evoluzione legislativa, perché le discriminazioni più pericolose non sono solo quelle che le leggi combattono, ma sono quelle invisibili, radicate nelle culture, tramandate di generazione in generazione, quelle che si imparano a casa, nei cortili.
Una donna su tre ha subito violenza, il gap pensionistico supera il 25 %, solo un terzo dei seggi parlamentari è occupato da donne: questi dati non sono numeri, sono il risultato di culture che resistono al cambiamento.
Per cui io dico: investiamo nell'educazione. La scuola non è un dettaglio: è lì che si formano le coscienze, è lì che nascono i limiti o le possibilità. L'istruzione deve essere il fondamento della nostra strategia post‑2025. Ogni scuola europea deve essere il luogo dove nessuna bambina rinuncia ai suoi sogni, dove nessun bambino cresce con confini immaginari. Le leggi garantiscono diritti sulla carta, ma è l'educazione che li rende naturali, evidenti, irreversibili.",
24,Jean-Marc | Germain,S-D,FR,256901,256901," – Monsieur le Président, Madame la Commissaire, chers collègues, comment ne pas être révolté qu'une Européenne sur deux soit victime de harcèlement sexuel et qu'une sur trois soit victime de violences physiques et sexuelles? Combien de Gisèle Pelicot faudra-t-il pour tourner le dos à cette infamie? Comment tolérer qu'aux plus basses rémunérations s'ajoute un accès plus difficile aux postes les mieux rémunérés pour les femmes européennes? Comment accepter que, dans les parlements nationaux en Europe, il y ait deux fois plus d'hommes que de femmes, et même six fois plus en Hongrie? Qu'une moitié de l'humanité ne naisse toujours pas égale en droit avec l'autre moitié est la plus grande injustice de l'humanité.
Dans quelques semaines, nous allons commencer notre travail sur le cadre financier pluriannuel. Avec mon groupe, nous nous battrons pour imposer aux bénéficiaires des programmes européens, en commençant par les États membres, le strict respect d'une stricte égalité entre les femmes et les hommes. Pas d'égalité, pas d'argent: telle sera la loi d'airain de la nouvelle génération de fonds européens.
Notre Europe s'honore d'avoir pour socle de valeurs la charte des droits fondamentaux de l'Union européenne, qui garantit l'égalité entre les femmes et les hommes. Il est grand temps de faire de ce droit une réalité fondamentale pour les Européennes.",
25,Catherine | Griset,PfE,FR,94649,94649," – Monsieur le Président, chers collègues, on nous parle encore d'égalité de genre. Mais soyons lucides, derrière ces mots se cache une idéologie qui veut gommer les différences entre les hommes et les femmes et qui fait de la maternité un sujet honteux, presque tabou.
Or l'égalité, la vraie, c'est de permettre à chaque femme de vivre pleinement ses choix, d'être mère, de faire carrière ou de concilier les deux. C'est de lui donner les moyens de concilier travail et famille, pas de lui faire croire qu'elle doit renoncer à l'un pour réussir dans l'autre.
L'Europe n'a pas besoin de leçons de wokisme. Elle a besoin qu'on protège les femmes, qu'on soutienne les mères, qu'on lutte contre l'insécurité et contre la marchandisation du corps humain. Parce que l'égalité, ce ne sont pas des quotas, c'est le respect de la femme dans toutes ses dimensions professionnelles, maternelles, personnelles.
C'est en permettant aux femmes d'assumer pleinement ce qu'elles sont que nous construirons une société plus juste. Oui à l'égalité, non à l'idéologie du genre.
(L'oratrice refuse de répondre à deux questions carton bleu de Raquel García Hermida-Van Der Walle et Abir Al-Sahlani)",
26,Lucia | Yar,Renew,SK,257011,257011," – Vážený pán predsedajúci, komisárka. Snahy o rodovú rovnosť v Európe sa zase raz spomaľujú, vidíme to vďaka kolegom napravo. Je odopieraná ženám zdravotná starostlivosť vrátane prístupu k interrupciám. Na internete sa vďaka vám darí otvorenej mizogíny a stupňujú sa útoky na sexuálne aj iné menšiny. Práve preto je táto deklarácia o rovnosti taká dôležitá. Niektoré krajiny a zjavne kolegovia a kolegyne potrebujú pripomenúť, že rovnosť nie je len fráza. A spomínalo sa tu aj Slovensko. Tak u nás na Slovensku súčasná vláda pretlačila novelu ústavy, ktorá ohrozuje demokraciu, naše medzinárodné záväzky, ale hlavne hlavne útočí na princípy rovnosti a spravodlivosti a to všetko pre lacné politické body. Toto je podľa vás demokracia? Toto je niečo normálne? Našou povinnosťou je chrániť všetkých občanov a občianky Európskej únie. Ale ak opäť zlyháme, neprídeme len o rovnosť, ale aj o slobodu a demokraciu. A to pocítite naozaj všetci. Pocítime to všetci.",
27,Kathleen | Funchion,The Left,EN,257299,257299,", a chairde, an equal society cannot exist while any woman or girl lives under the threat of gender-based violence. Right now in Ireland, we face an epidemic of violence against women and girls. In the past eight years, reports of domestic abuse have risen by 162 %.
While it is great to see women coming forward and finding the courage to speak out, the supports needed are still falling far short. When a woman finally manages to escape abuse, often with her children, we need to ensure that both short-term and longer-term supports are available to her.
The Irish Government and all EU Member States must lead with action by investing in our refuge spaces as a short-term support, in housing, in step-down housing and, really importantly, in education and awareness programmes against misogyny and sexism, and by supporting organisations that offer a lifeline for every woman in every community across our Member States.
It is time to guarantee long-term funding and real commitment to these services and the workers, to show that we value and stand with those who do life-saving work every single day.",
28,Hans | Neuhoff,ESN,DE,256944,256944," – Herr Präsident, Kolleginnen und Kollegen! Die Gleichberechtigung von Frauen ist in den europäischen Gesellschaften umfassend verwirklicht. Und das ist gut so. Wer darüber hinaus von Gleichstellung sprechen will, sollte nicht den linksgrünen Bildungsnotstand, sondern die Evolutionspsychologie zurate ziehen. Ein Mann mit 100 Frauen kann hundertmal mehr Kinder haben als ein Mann mit nur einer. Eine Frau hingegen, die 100 Männer hat, kann kein einziges Kind mehr bekommen als eine Frau mit nur einem Mann. Wer glaubt, diese fundamentale Ungleichheit sei spurlos an der Psyche von Männern und Frauen vorbeigegangen, der hat die Conditio humana nicht einmal ansatzweise verstanden.
Kolleginnen und Kollegen, in den Grundsätzen der Kommissionsvorlage kann man das Wort „Frau″ überall durch „Mann“ ersetzen, ohne dass sich an der Richtigkeit etwas ändert. Denn die Würde gilt allen – Männern wie Frauen, Jungen wie Mädchen. Schlagen wir das Kapitel daher zu und geben das Papier dorthin, wo es hingehört: ins Vergessen.
(Der Redner ist damit einverstanden, auf eine Frage nach dem Verfahren der „blauen Karte“ zu antworten.)",
29,Raquel | García Hermida-Van Der Walle,Renew,EN,256970,256970," – Thank you, colleague – I listened very attentively to what you said; you said equal rights have been achieved in Europe, and that's a good thing. But that's a lie. It's a lie that equal rights have been achieved in Europe. There are more than 20 million European women who are forbidden by law to decide on their choices and their own bodies, because abortion is forbidden for them. Why do you lie to the European public and say that equal rights have been achieved? Men do have those rights to decide what to do with their own bodies. Thank you.",
30,Hans | Neuhoff,ESN,DE,256944,256944," – Hier kann ich verweisen – ich antworte auf Deutsch – auf das, was die Kollegin Boßdorf bereits gesagt hat. Das sind Fragen, die von den Völkern zu entscheiden sind in ihren nationalen Gesetzgebungen und nicht auf der Ebene der Europäischen Union – so wie es die Slowakei getan hat. Wenn sich ein Volk entscheidet, die Abtreibung unter Strafe zu stellen, dann ist das eine Entscheidung, die dieses Volk treffen darf.",
31,Maria | Walsh,PPE,EN,197863,197863," – Mr President, Commissioner, colleagues, the fight for gender equality is not confined to history books – it unfolds every single day across the world. Here in this House we represent 450 million citizens, yet less than 4 % of MEPs representing those 450 million citizens are in this chamber – that's a disgrace. Colleagues who are pro-European, pro-equality, pro-choice, pro-female, however they identify, continue to fight in our communities, in our votes, in our words that we speak in this very chamber. Yet despite decades of progress, this fight is far from over.
In this house, we have seen a recent disgraceful campaign that seeks to ban the hijab in the name of gender equality, and we have continuously seen members of the House targeted online and offline simply for defending equality. If we cannot uphold respect and solidarity within these walls, if pro-European parties in the centre will not match their words to action for gender equality, a core value enshrined in our treaties, then how can we expect to deliver true equality to the 450 million citizens we represent? We have to do better.",
