,LIB,PP,LG,MEPID,CODICT,speech,SPEAKER_TYPE
17,Jeroen | Lenaers,PPE,NL,95074,95074," – Voorzitter, op 19 augustus in Nederland werd Lisa, 17 jaar oud, op gruwelijke wijze vermoord. Een verdachte werd gearresteerd in een asielzoekerscentrum. Een jong leven weggerukt, een gezin gebroken. Dit is meer dan een persoonlijke tragedie. Dit raakt aan ons gevoel van veiligheid en aan de fundamenten van onze samenleving.
Maar juist in zulke momenten van groot verdriet en diepe emotie, moeten we oppassen voor al te politieke reflexen. Van de uiterst rechtse zijde klinkt een framing die angst zaait en migratie reduceert tot een bedreiging voor onze vrouwen en kinderen. En daarmee speel je mensen tegen elkaar uit zonder echte oplossingen te bieden. Tegelijkertijd wordt aan de linkerkant te vaak gedaan alsof migratie slechts een opvang is uit solidariteit. Alsof er geen grenzen mogen zijn aan opvang, huisvesting of integratie. Alsof de draagkracht van onze samenleving onbeperkt is. Ook daarmee worden de zorgen van veel burgers te gemakkelijk terzijde geschoven.
Wij nemen veiligheid en draagkracht serieus, maar blijven tegelijkertijd trouw aan die menselijke waardigheid. We willen snelle en rechtvaardige procedures en een integratiebeleid dat echt werkt. Wie in Europa veiligheid zoekt, moet die veiligheid ook respecteren. En wie onveiligheid veroorzaakt, moet daarvoor direct de gevolgen dragen. Ja, we hebben een opdracht om onze vrouwen en kinderen beter te beschermen. Als vrouwen zich niet veilig voelen op onze straten, dan verliezen we als samenleving de kern van onze vrijheid. We kunnen migratie niet reduceren tot enkel angst en we kunnen ook niet wegkijken waar veiligheid in het geding is.",
18,Lina | Gálvez,S-D,ES,197702,197702," – Señora presidenta, señor comisario, la identificación que hace la extrema derecha de la inmigración con la violencia contra las mujeres y las niñas es simplemente falsa. No se basa en ninguna evidencia y hay muchísimos estudios que la desmienten. Piensen solo en Pelicot y sus colegas, si vinieron o no vinieron en patera. Pero claro, la ignorancia es la base del racismo.
Su discurso genera desinformación y es un discurso de odio nauseabundo, que incita al miedo de la violencia contra las mujeres que ustedes mismos niegan. Es que ustedes niegan que exista una violencia estructural contra las mujeres, tapan su propia violencia machista.
Ustedes han sido muy hábiles en atraer una parte del electorado masculino, pero, claro, el femenino se les resiste y de ahí que nos intenten conquistar con estas cosas. Necesitan meternos miedo con el extranjero, porque nos necesitan para alcanzar su plan racista, su plan xenófobo, para agitar la fábula del «gran reemplazo», su plan de ingeniería socioeconómica autoritaria que solo quiere controlar nuestros cuerpos y nuestras vidas.
Dejen de utilizarnos para otros fines y acompáñennos para conseguir los derechos de las mujeres en igualdad.",
19,Harald | Vilimsky,PfE,DE,125001,125001," – Frau Präsidentin, meine Damen und Herren! Vor rund zehn Jahren hat Angela Merkel den wahrscheinlich schicksalsträchtigsten Schlag gegen Europa überhaupt in der letzten Dekade ausgeführt, als sie gesagt hat „Wir schaffen das“ und über 10 Millionen Menschen aus Arabien und Afrika zu uns geströmt sind – Menschen, wo zwei Drittel keinerlei Schutzbedürfnis haben, weder Genfer Konvention noch humanitär, noch subsidiär irgendeine Schutzberechtigung haben. Und mit dieser Welle an illegalen Migranten sind auch wirtschaftliche Probleme, soziale Probleme, kulturelle Probleme einhergegangen, und auch Terror ist einhergegangen: Bataclan-Theater, Flughafen in Brüssel, in Straßburg am Weihnachtsmarkt und, und, und.
Und eines der für mich beeindruckendsten Werke in diesem Zusammenhang ist ein Buch, das jetzt herausgekommen ist, von einem Landsmann von mir, von Gerald Grosz, mit dem Titel „Merkels Werk – Unser Untergang“. Er zitiert viele europäische Staatsmänner, unter anderem den ehemaligen Innenminister und nunmehrigen Parteichef der FPÖ in Österreich, Herbert Kickl, der das sagt – und genau das bringt es auf den Punkt: Man schert sich keinen Deut für die Interessen der Bevölkerung und macht ausschließlich, wofür man von der linken Schickeria Applaus erhält; das ist das, was stattgefunden hat. Und weitere Analysen von Viktor Orbán bis Tino Chrupalla: Ich kann nur jedem empfehlen, lesen Sie dieses Buch, das ist die perfekte Contra-Meinung. …
(Die Präsidentin entzieht dem Redner das Wort.)",
21,Alessandro | Ciriani,ECR,IT,257147,257147," – Signora Presidente, onorevoli colleghi, per anni questo Parlamento ha preferito chiudere gli occhi di fronte alla realtà. Si è parlato di accoglienza illimitata, di porte aperte, come se i nostri Stati fossero in grado di assorbire senza conseguenze un flusso continuo di arrivi.
Oggi, però, anche chi negava l'evidenza è costretto a riconoscere la realtà: quel modello è fallito. La migrazione non è più un terreno di scontro ideologico. Con realismo dobbiamo ammettere che i nostri sistemi sociali di accoglienza non possono reggere una pressione di queste dimensioni e che così nessuna integrazione è possibile.
Il risultato è che i diritti di chi fugge davvero da guerre e persecuzioni vengono calpestati, perché il sistema collassa sotto il peso di chi entra senza alcun titolo. E, ovviamente, i risvolti sulla sicurezza dei nostri cittadini sono sotto gli occhi di tutti. I fatti di cronaca parlano da soli: interi quartieri diventati zone rosse, dove degrado e violenze sono purtroppo all'ordine del giorno.
Per questo si apre oggi una delle stagioni più decisive; in quest'Aula discutiamo strumenti concreti come il rafforzamento dei rimpatri, l'applicazione coerente del principio di ""paese terzo sicuro"" e la lista comune dei paesi sicuri.",
22,Abir | Al-Sahlani,Renew,EN,197400,197400," – Madam President, this debate is both factually and morally wrong. Wrong, wrong, wrong. And two factual wrongs you will find already in the name of this debate. There is no mass migration to Europe, but in fact, there is a 66 % drop in the applications of asylum. The second wrong is the EU-wide data shows that sexual violence is committed by EU nationals, by men who are known to the women in their own homes. The common denominator here is spelled M-E-N, men. That is where the wrong is.
The far right are twisting facts into an ignorant, hate-fuelled portrayal of migrants. Correlation does not equal causality. Women's rights organisations are rejecting your cynical weaponisation of our pain for your racist agenda. I have my voice. Don't you dare claim to represent it.",
23,Anna | Strolenberg,Verts/ALE,EN,256990,256990," – Madam President, ending mass migration to protect our women and children is the title of this debate, chosen by my colleagues on the far right.
Colleagues, you can do better than this: every opportunity you get to dehumanise migrants, you take it again and again and again, and now you're even exploiting the murder of a Dutch woman for your own political agenda.
It is true: women do get murdered, but not by migrants – mostly by their partners, ex-partners or men close to them. The only thing you do is to spread fear. I have a different fear. In my country, the Netherlands, calls to domestic violence hotlines are at a record high, and every eight days a woman does get murdered.
So if you are truly worried about women, then do what you have failed to do before: fight with us. I would say: build shelters for women, educate men, invest in prevention, train agents at recognising abuse and call all countries to sign the Istanbul Convention.
Colleagues, we will not dehumanise. We will organise to end femicide.",
24,Özlem | Demirel,The Left,DE,197468,197468," – Herr Präsident! Unverfroren streuen hier die Rechtspopulisten Hass und Hetze. Sie sprühen ihr Gift und wollen Menschen gegeneinander ausspielen. Das Problem ist aber auch, dass die Politik der Kommission, der Regierenden, und der Kniefall der Konservativen den Rechten immer weiter die Tür öffnen, um weitergehen zu können.
Sie sagen, Sie wollen über Frauenrechte und Kinderrechte reden? Dann lassen Sie uns doch über Femizide reden! Lassen Sie uns doch über häusliche Gewalt reden! Lassen Sie uns doch darüber reden, wie wir Frauenhäuser erweitern können! Das wollen Sie nicht, Sie wollen keine Lösung.
Sie wollen über Kinderrechte reden? Lassen Sie uns über Familienarmut reden! Lassen Sie uns darüber reden, dass wir keine Chancengerechtigkeit in der Bildung haben! Lassen Sie uns über die echten Probleme der Menschen reden, über Rente, über Sozialpolitik! Das wollen Sie nicht, denn die Superreichen spenden Ihnen viel Geld für Ihre Schnittchenfeiern.
Liebe Kolleginnen und Kollegen, Sie wollen Hass und Hetze schüren, Sie wollen keine Lösungen, keine Antworten. Wir wollen endlich die echten Debatten, die die Bürgerinnen und Bürger hier in diesem Lande oder in Europa wirklich interessieren. Tun Sie das! Hören Sie auf mit Ihrer Hass-und-Hetze-Politik!",
25,Zsuzsanna | Borvendég,ESN,HU,257457,257457," – Tisztelt Elnök Úr! Tudják, mi a különbség Budapest és Brüsszel között? Ha otthon durranást hallok az utcán, az jut eszembe, hogy egy autó defektet kapott. Ha Brüsszelben hallok hasonlót, fedezéket keresek. Migrációs hátterű bandák lövöldöznek Európa fővárosában. A város ügyésze halálos fenyegetések miatt rendőri védelem alatt él. A nyugati városokban, a migránsok lakta gettókban már nincs európai jogrend. A bűncselekmények száma az egekbe szökött. A jóléti és biztonságot adó állam a múlté. Elvárják, hogy bűnös politikájuk végzetes következményeit mindenki viselje. Sőt, azokat büntetik, akik kimondják az igazságot itt a Parlamentben is. Magyarországot napi egymillió eurós bírsággal, bírsággal sújtják, amiért kártérítés kerítéssel védi a schengeni határokat.
Bár a vendégmunkások beáramlását is aggasztónak tartom, de a kerítéssel mégis Európa védőbástyája vagyunk. Nem akarunk hősök lenni, csak békében akarunk élni. Fizessék ki végre a határvédelmi költségeinket, és védjék meg Önök is az európai embereket!",
26,Lena | Düpont,PPE,EN,99945,99945," – Mr President, Commissioner, Minister, what have we found last term? We found Member States that were not able to conclude on a common asylum and migration policy. We found a Parliament that had led heavy discussions, intense debate, in order to find a way forward.
What have we done? We are taking stock of the common asylum and migration policy, what was left of it from the previous term before that. And we are taking that stock critically because we saw the Dublin transferees, for example, were and are still dysfunctional. But why so? Because they were not connected to solidarity. Because we did not find the right balance between frontline Member States and Member States of secondary movement.
We added safeguards against secondary movement. We added an efficient procedure with the border procedure, and we added the Eurodac in order to prevent double and triple applications. We are also taking stock of the geopolitical situation because it had changed in the meantime. So we added something on instrumentalisation in order to defend the Member States that were faced with that, and we are still doing that.
Are we done yet? No, we are not. We see that the numbers are going down, but there are still deficiencies in the system. There are still loopholes that can be exploited. And make no mistake, this system is exploited by criminal gangs, by networks, by smugglers, and, of course, also by third-country actors. We should not let that out of mind.
So we focus now on the missing pieces to the pack, which is the return policy, which is the safe third country concept and the safe country of origins. And we will continue with that, with a strengthened Europol, with a strengthened Frontex, and a stronger answer when it comes to a sanctions regime on organised crime and smuggling business.",
27,Anders | Vistisen,PfE,EN,124875,124875," – Mr President, in 2020, a 15-year-old German girl was gang-raped by nine different migrants in a Hamburg city park. In October last year, a 12-year-old girl was murdered in Paris by a Nigerian migrant who had already been ordered to leave the country. And just eight weeks ago, a 16-year-old Ukrainian refugee was pushed in front of a train in Germany and killed by an Iraqi migrant under deportation orders.
These are not individual examples. In Denmark alone, over the last 10 years, 1 in 3 women killed were killed by a migrant. Without mass migration, countless European women and children would still be alive today, spared from violence, abuse and exploitation.
When will the Commission and the majority in this Parliament begin to take the side of the victims instead of the side of the perpetrators? When will you put the safety of our mothers, sisters and daughters above your failed ideology? I fear never, but already now it's too late.",
28,Kristoffer | Storm,ECR,DA,257025,257025," – Hr. formand! De sidste 10 år har været en katastrofe for Europa. Migrationen mod Europa har alt for længe været totalt ude af kontrol, så vi står nu over for en udfordring, der ikke bare kræver vores opmærksomhed, den kræver handling – rigtig handling, ikke bare snak!
Den massive migration fra muslimske lande har medført en kultur, hvor voldtægter og kriminalitet er dagligdag. Og det, kære kollegaer, er konsekvensen af venstrefløjens naive og landsskadelige politik. Og dem, som betaler den største pris, det er vores kvinder, og det er vores børn, men alle kvinder og alle børn fortjener at føle sig trygge.
Derfor skal vi tage et opgør med de regler, der i øjeblikket forhindrer os i at afvise og udvise uønskede indvandrere. Vi skal have mulighed for at træffe beslutninger, der gavner vores samfund og beskytter vores borgere mod migrationen. Derfor er det på tide, at vi får vendt udviklingen og genoprettet Europa oven på de massive ødelæggelser, som Socialdemokraterne og deres venner på venstrefløjen har skabt.",
29,Raquel | García Hermida-Van Der Walle,Renew,EN,256970,256970," – Mr President, Commissioner, Minister, I actually came here to have a serious debate on root causes of criminality and violence against women, but I'm not going to do that because I'm not going to legitimise this intention of this debate after what we have heard today from the extreme right to demonise entire groups of people and put them aside and put groups of people against one another.
Because if the extreme right was interested in fixing the problems which might come with migration, they would be working constructively to implement a good migration pact and everything which comes with it.
If the extreme right was interested in the rights of women, my own daughters, they would not be voting as they do in the Netherlands against more money to combat femicide.
And if the extreme right was interested in building a healthy society where we can live with one another, they would not have put this debate forward. I refuse.",
30,Mary | Khan,ESN,DE,256957,256957," – Herr Präsident! So, vielleicht an die Vorrednerin: Die AfD hat schon vor zehn Jahren gesagt: „Wir schaffen es nicht“. Und deshalb bin ich auch dieser Partei beigetreten, weil sie damals schon vorhergesehen hat, dass wir es nicht schaffen werden, Tür und Tor für jeden zu öffnen.
Und sie hatte auch recht damit. Denn heute, zehn Jahre später, liegen uns die blutigen Zahlen vor: Alle 30 Minuten verübt ein Ausländer eine Messerattacke in Deutschland, jeden Tag zwei Gruppenvergewaltigungen und unzählige islamistische Anschläge. Das Blut dieser Opfer klebt genau an Ihren Händen. Und das Widerliche ist: keine Reue, keine Entschuldigung, kein Rücktritt. Stattdessen will man weitermachen.
Aber warum auch? Sie fahren mit Ihrem Dienstwagen. Ihre Kinder müssen nicht auf Brennpunktschulen gehen, und Sie können jederzeit umziehen, wenn in Ihrer Wohngegend ein Flüchtlingslager platziert wird. Die Leidtragenden, gerade bei mir in Deutschland, sind die Schwächsten der Gesellschaft: die Mutter, die ihr Kind nicht auf eine Privatschule schicken kann; das Mädchen, das nicht von seinen Eltern abgeholt werden kann. Und ich werde Ihnen versprechen, wir werden die Verantwortlichen …
(Der Präsident entzieht der Rednerin das Wort.)",
31,François-Xavier | Bellamy,PPE,FR,197534,197534," – Monsieur le Président, Monsieur le Commissaire, pour essayer de revenir à la raison, revenons aussi aux faits. Certains contestent depuis tout à l'heure le titre même de ce débat. Mais le lien entre l'immigration et la délinquance, si nous regardons les faits, ne fait aucun doute.
Prenez quelques grandes villes de France. À Paris, 14 % de la population est d'origine étrangère, 48 % des mis en cause dans les faits de délinquance sont d'origine étrangère. À Marseille, 11 % d'étrangers, 55 % d'étrangers parmi ceux qui sont mis en cause pour des faits de délinquance. Et c'est vrai en particulier quand on parle des violences sexuelles: en Île-de-France, 63 % des agressions sexuelles dans les transports sont le fait d'étrangers.
Depuis tout à l'heure, j'entends des collègues qui disent que c'est un scandale que de faire ce lien et qui ont préféré même expliquer que, pour ce qui concerne les violences sexuelles, tous les hommes étaient coupables, plutôt que de regarder la réalité en face. Je crois qu'il faut revenir à la raison.
Le sujet n'est pas seulement le constat. Le sujet c'est d'apporter une réponse à cette situation que les citoyens dans nos pays vivent tous les jours dans leur chair. Pour cela, nous avons devant nous l'opportunité de la révision du règlement sur les retours qui permettra enfin d'expulser, en dehors d'Europe, les étrangers en situation irrégulière.
J'espère que tous les groupes politiques ici seront capables de se saisir de cette occasion déterminante.",
32,Jorge | Buxadé Villalba,PfE,ES,197829,197829," – Señor presidente, hace diez años, Merkel dijo que cabían todos, y ustedes aplaudieron y ejecutaron la orden, pero ahora una violencia brutal se ha apoderado de nuestras calles.
Por supuesto que alzamos la voz por todas esas mujeres y niñas a las que la izquierda desprecia, porque sus agresores son extranjeros. Por Lisa, 17 años, asesinada en Holanda, por todas las niñas agredidas sexualmente este verano en España: en Alcalá, en Hortaleza, en Galdácano, en La Laguna o en Olot. Por todas esas a las que despreciáis. La civilización se pone a prueba todas las noches, en todos nuestros barrios, en todas las ciudades de Europa.
Si importas millones de personas que no respetan a la mujer, tendrás violaciones y agresiones sexuales. Y no es la pobreza ni es la necesidad. Los pobres no violan niñas, los pobres no violan mujeres, los pobres trabajan. Ustedes son responsables: los que les llaman, les excusan.
Miren, Merkel les mintió. Yo les digo una verdad: no cabe ni uno más. La «remigración» protegerá a las mujeres.",
33,Jadwiga | Wiśniewska,ECR,PL,124877,124877," – Panie Przewodniczący! Kryzys migracyjny wywołany przez Merkel niszczy europejską tożsamość. Prowadzi do islamizacji Europy. Skutki widzimy dziś w zachodniej Europie: gwałty, napady, kradzieże, wojny gangów. Nielegalna migracja jest też elementem wojny hybrydowej, jaką toczą z Unią Putin i Łukaszenko. Widzimy to szczególnie na granicy polsko-białoruskiej, gdzie lewicowi aktywiści, wspierając nielegalnych migrantów, de facto stali się użytecznymi idiotami Putina. Nie ma przypadków. To zaplanowane i skoordynowane działania. Dziś mamy do czynienia z bezpośrednim atakiem na Polskę. Putin wie, że Europa jest bezsilna, bo na czele Komisji stoi von der Leyen, która była najgorszym ministrem obrony Niemiec. Co więc należy zrobić? Trzeba natychmiast wprowadzić przymusowe deportacje, uszczelnić zewnętrzne granice Unii, a pakt imigracyjny wyrzucić do kosza. I na koniec powiem otwarcie: ręce precz od Polski! Polska nie będzie płacić za błędy migracyjne Berlina i Brukseli.",
34,Alma | Ezcurra Almansa,PPE,ES,257035,257035," – Señor presidente, señorías, yo les quiero hacer una pregunta: ¿a alguien aquí le parece patriota que se utilice la legítima preocupación de millones europeos para inyectar el odio y no impulsar soluciones?
Aquí lo que vemos es que hay una izquierda que fabrica víctimas y multiplica el problema y una extrema derecha que nos dice que todos los inmigrantes son verdugos, con independencia de lo que hagan. Y todos —de una forma u otra— llaman a incumplir la ley. Lo que tienen que hacer es reconocer, abiertamente, que no les mueve ni la solidaridad ni la seguridad, sino agitar la pena y el miedo por puro rédito electoral; y, entre tanto, abandonan a los europeos.
Claro que hay un problema de seguridad y claro que está vinculado, muchas veces, con la inmigración ilegal, pero la respuesta no son las colectivizaciones comunistas ni las deshumanizaciones fascistas: la respuesta es expulsar al que no se quiere integrar, integrar al que cumple y proteger, de verdad, la identidad europea, la democracia y la libertad. Eso sí es ser un patriota: no calentar la calle escondido detrás de un escaño, sino anteponer el bien común a los intereses partidistas por respeto a la gente que nos da de comer.",
35,Αφροδίτη | Λατινοπούλου,PfE,EL,256954,256954," – Κύριε Πρόεδρε, πριν δέκα χρόνια η Angela Merkel μιλώντας για τη λαθρομετανάστευση δήλωνε ""Θα τα καταφέρουμε"". Είχε απόλυτο δίκιο. Αυτή και οι συνοδοιπόροι της σχεδόν τα κατάφεραν. Άλωσαν την Ευρωπαϊκή Ένωση με φανατικούς ισλαμιστές. Γκετοποίησαν τις μισές χώρες της Ευρώπης, μεταξύ αυτών και την Ελλάδα. Αύξησαν στον Θεό τους βιασμούς, τη βία, τις δολοφονίες και τις ληστείες. Όμως, να είστε βέβαιοι πως οι ιστορικοί του μέλλοντος θα κατηγορήσουν για εσχάτη προδοσία όλους εσάς τους δήθεν ηγέτες, κεντροαριστερούς και κεντροδεξιούς για την άλωση της Ευρώπης εκ των έσω. Μια Ευρώπη που ενώ ήταν περήφανη και κυρίαρχη, σήμερα τη δολοφονούν οι ισλαμιστές, που ηλιθιωδώς έβαλε στα σπλάχνα της. Δεν υπακούν στους νόμους μας, δεν σέβονται τη θρησκεία μας, ούτε καν το χρώμα μας, πόσω μάλλον τον πολιτισμό μας και τα ήθη μας. Ζουν με επιδόματα σε βάρος μας για να μας βιάζουν, να μας κλέβουν και να μας δολοφονούν. Ντροπή στο ΕΡP, ντροπή στην Αριστερά, ντροπή σε όλους όσοι βάλανε την ισλαμική ατομική βόμβα στα σπλάχνα της χριστιανικής μας Ευρώπης. Και αφού τους θέλετε τόσο πολύ, να τους πάρετε σπίτι σας.",
