,LIB,PP,LG,MEPID,CODICT,speech,SPEAKER_TYPE
14,Fabrice | Leggeri,PfE,FR,256872,256872," – Monsieur le Président, en cent jours, la nouvelle Commission von der Leyen fait montre d’une incohérence inquiétante. Alors qu’elle avait promis plus de compétitivité, plus de simplification et un contrôle migratoire renforcé, aucun progrès concret n’est perceptible. L’industrie européenne demeure entravée par une bureaucratie pesante, tandis que l’immigration clandestine s’aggrave.
Face à la montée du rejet populaire, Ursula von der Leyen tente de rectifier le tir, abandonnant certains engagements écologiques jugés trop contraignants et durcissant sa position sur certains dossiers. Toutefois, ces ajustements semblent opportunistes et dépourvus de vision à long terme. Pis encore, la Commission continue de s’arroger un rôle en matière de défense, bien que ce domaine ne relève pas de ses compétences, selon les traités.
Plutôt que de corriger ses erreurs, Bruxelles persiste dans une dérive centralisatrice, s’éloignant toujours plus des attentes des citoyens européens. Ces cent jours confirment une chose: sous cette présidence, l’Union européenne est à la fois incohérente et déconnectée des réalités. Il est urgent de changer de cap.",
15,Nicola | Procaccini,ECR,IT,197820,197820,"No Borders.
Stiamo anche discutendo della difesa e della sicurezza dei popoli europei: non un'avventura militarista, come sostengono l'estrema sinistra e l'estrema destra, ma un'assunzione di responsabilità nei confronti dei nostri figli. Si tratta di riconoscere quanto è preziosa la pace che stiamo vivendo in Europa da pochi decenni, e quanto sia importante difenderla da chi, purtroppo, ama la guerra.
Insomma, in questo inizio di legislatura europea ci stiamo occupando di temi su cui è normale avere opinioni diverse; ma, finalmente, ci stiamo occupando di cose serie, vere, grandi, come dovrebbe fare un'istituzione politica che cura gli interessi di mezzo miliardo di persone.
Vi ricordate di cosa ci occupavamo nei primi 100 giorni della scorsa Commissione? Ve lo dico io: di come aprire le porte all'immigrazione, a tutti indiscriminatamente; di come appesantire la competitività del nostro sistema produttivo con una montagna di direttive e regolamenti pseudo-ambientalisti; di quanto fosse fascista occuparsi di difesa e sicurezza.
Nella scorsa legislatura, dominata dalle forze socialiste e verdi, ci siamo occupati per mesi del problema dei peti delle mucche che emettono gas metano. Abbiamo avuto come priorità la difesa dei diritti LGBTQIAPK+ in Uganda.
Ora, io non so come andranno le cose nei prossimi giorni. Ma so che i cittadini europei ogni volta che sono andati a votare negli ultimi anni ci hanno indicato un'altra strada: percorriamola senza paura.",
16,Ivars | Ijabs,Renew,LV,197624,197624," fondu, kurš nozīmē to, ka pamazām Eiropa sāk drošību uztvert nopietni. Nu, mēs, protams, visi šobrīd gaidām White paper. Vienlaikus ir divi lieli jautājumi, kuri noteiks, vai šis projekts turpināsies veiksmīgi vai neveiksmīgi.
Pirmkārt, tas ir jautājums, vai izmaiņas budžeta deficīta nosacījumos patiešām ir pietiekoši, lai motivētu dalībvalstis ieguldīt vairāk savos nacionālos budžetos aizsardzībai, arī ar šo jauno 150 miljardu kopējo aizņēmumu, vai arī tur ir nepieciešami citi instrumenti, kopīgi fondi.
Otrām kārtām, kā tad Eiropa palīdzēs stiprināt šo kopējo austrumu robežu ar agresoru valstīm, ar Krieviju un Baltkrieviju? Šajā mājā ir ļoti daudz dzirdētas runas, ka Putina un Lukašenko režīmi ir drauds visai Eiropai un nevis tikai dažām dalībvalstīm. Nu, šī te pārliecība būtu beidzot jāstiprina ar darbiem.",
17,Vladimir | Prebilič,Verts/ALE,SL,256813,256813," – Gospod predsednik! Spoštovani! Prava nevarnost za prihodnost Evropske unije se nahaja znotraj nje. Posamezne regije so nekajkrat bolj razvite kot druge in vse bolj se ustvarja prepričanje o prvorazrednih in drugorazrednih Evropejcih.
Načelo vzajemnosti, kjer tisti z več pomagajo tistim z manj, je vgrajeno v kohezijsko politiko. Zato razmišljanja o tem, da bi ta sredstva namesto regionalnemu razvoju namenili za obrambo, pomeni, da bodo manj razviti plačali za varnost mnogo bolj razvitih. To je nedopustno.
Danes so postopki prezapleteni. Povedano drugače, če igralci na igrišču začnejo igrati nogomet, morajo v drugem polčasu igrati košarko in na koncu še vaterpolo. Tako se namreč spreminjajo pravila na področju kohezijske politike.
Namesto negotovosti potrebujemo predvidljivost. Namesto nezaupanja, zaupanje in predvsem moramo dati glas tistim, ki se z izzivi srečujejo vsak dan, to pa so ljudje. To je Evropa, ki si jo vsi zaslužimo.",
18,João | Oliveira,The Left,PT,257083,257083," – Senhor Presidente, os primeiros 100 dias de mandato da Comissão Europeia ficam marcados por três «mais»: mais militarismo e guerra, mais neoliberalismo, mais federalismo.
A Comissão Europeia não encontrou nem tempo nem vontade para denunciar o genocídio do povo palestiniano, para se demarcar do regime genocida de Israel, de Netanyahu. Não encontrou tempo nem recursos para investir na paz e em soluções que garantam a segurança coletiva em toda a Europa. Não encontrou tempo nem recursos para afetar ao combate ao problema da habitação, para melhorar o acesso à saúde e à educação, apoiando as políticas nacionais dos Estados-Membros. Não encontrou tempo nem recursos para nada disso, mas encontrou 800 mil milhões de euros para fazer a corrida aos armamentos e para apontar ao prolongamento da guerra na Ucrânia.
A Comissão Europeia, nestes primeiros 100 dias, não encontrou soluções para as pequenas e médias empresas, soluções de apoio ao aproveitamento dos recursos produtivos de cada país, mas encontrou uma bússola para a competitividade, para abrir uma autoestrada às grandes multinacionais.
Tal como não encontrou o tempo para respeitar os Estados-Membros nas suas competências próprias, seja em relação ao acordo Mercosul, seja em relação ao 28.º regime jurídico, e quer avançar no sentido do federalismo. Este não é o caminho certo para os povos no espaço da União Europeia.",
19,Christine | Anderson,ESN,DE,197475,197475," – Herr Präsident! 100 Tage von der Leyen – 100 Tage Politik der leeren Versprechungen. Die Christdemokraten versprechen Entbürokratisierung. Sie versprechen Verbesserungen für die Autoindustrie. Sie versprechen ein härteres Asylrecht. Liebe Kollegen von der EVP, nichts von alledem werden Sie ohne die drei rechtskonservativen Fraktionen in diesem Haus durchsetzen können. Ohne uns gibt es keine Migrationswende. Ohne uns gibt es keinen Erhalt des Verbrenners. Ohne uns gibt es keinen Regulierungsabbau. Ohne uns gibt es in diesem Haus keine Mehrheit für eine Politik im Interesse der europäischen Völker.
Und dennoch halten Sie geradezu masochistisch an Ihrer selbstzerstörerischen Brandmauer fest, sowohl in Brüssel als auch in Deutschland. Das, was der von mir sehr geschätzte Franz Josef Strauß einst über die FDP sagte, würde er heute so formulieren: Bei der CDU kann man sich auf eines verlassen, nämlich eine berechenbare Komponente – ihre Charakterlosigkeit. Kommen Sie endlich zur Besinnung! Sie brauchen uns für eine Politik im Interesse der europäischen Völker. Dafür stehen wir bereit.",
20,Siegfried | Mureşan,PPE,EN,124802,124802," – Mr President, dear colleagues, in the past 20 years, the European Union was good and the European Commission played an important role in reacting to crises: the economic/financial crisis, the migration/refugee crisis, Brexit, the COVID-19 pandemic and then the illegal and illegitimate invasion of Russian armed forces into Ukraine.
But very often the European Commission has ignored topics which were important but never urgent: completing the single market (particularly the digital single market), reducing bureaucracy and improving competitiveness were never urgent, but 20 years later we see that we have lost competitiveness in comparison to other regions of the world – in comparison to China and the United States of America.
Vice-President, Minister, colleagues, my appeal today is the following: we have seen in the first 100 days of the European Commission that many unexpected developments occurred – unexpected developments will continue to occur also in the next months – but my appeal is let us focus on what we have agreed together at the beginning of this mandate and let us implement it. We have together said that security and defence on the one side and improving the competitiveness of our economy should be the priorities for the next years, and I believe we have to we have to implement this methodically, as we have agreed at the beginning of the term.
When we say 'improve security and defence', of course, we mean protecting external borders as well. We mean protecting food security, strengthening our agriculture – and this can only work with the farmers, not not against the farmers. When we want more security for the people of Europe and a stronger economy, of course, one of the key tools that we have as the European Union is the budget of the European Union.
We are seeing the first developments in the European Commission on the next Multiannual Financial Framework. We, in the European Parliament, are ready to start working with the Commission and with the Member States on the Multiannual Financial Framework to make sure that it will become more flexible, simpler for the beneficiaries, in line with our priorities, not ignoring the traditional priorities. Agriculture and cohesion remain priorities remain important, but, of course, security and defence has to be properly financed. And all of this, we are ready, as the European People's Party, to do, together with the pro-European groups here in the House, together with everyone who is ready to build Europe and to bring it forward in the next month.",
21,Ana Catarina | Mendes,S-D,PT,257053,257053," – Senhor Presidente, caros colegas, o mandato da Comissão Europeia é muito claro: uma Europa forte e fiel aos seus valores, respeitando o papel central deste Parlamento.
Os primeiros 100 dias deixam preocupações sobre o método de trabalho e também sobre a relação com a plataforma pró-europeia que a sustenta.
Em primeiro lugar, assistimos com preocupação ao pacote da migração que cede a um discurso securitário, confundindo imigração com segurança, e também com preocupação o chamado pacote de simplificação, sob o pretexto da desburocratização que nos empurra para uma perigosa desregulamentação, pondo em risco algumas das conquistas sociais e ambientais.
Mas este início de mandato, Senhora Comissária, devia estar focado nos problemas centrais das pessoas. Em 2026, termina o prazo de execução do PRR. Eu vejo com particular preocupação o atraso e a reprogramação do PRR, por exemplo, em Portugal e julgo que deviam estar focados também nesta matéria, porque ela decide a vida das pessoas.
Por último, são 100 dias de grandes mudanças geopolíticas, e a defesa tem de ser uma prioridade — mas não pode ser à custa da política de coesão.",
22,Jorge | Buxadé Villalba,PfE,ES,197829,197829,"progres, pues realmente para el Partido Popular Europeo es un equilibrio muy difícil.
Simplemente porque son incapaces de decir perdón, no piden perdón al campo europeo y los estafan con su nueva visión de la agricultura, que es el Pacto Verde 5.0. No piden perdón a la industria del automóvil y mantienen la prohibición del motor de combustión para 2035. Hablan de vivienda, pero su política es inyectar dinero en las administraciones, como ese crédito para un proyecto urbanístico con perspectiva de género que la señora Calviño le ha dado a sus amigos socialistas en Barcelona.
Durante años, los partidos que votaron a esta Comisión han rechazado en sus países las inversiones en gasto militar, en defensa y en seguridad. Y ahora, con prisas, anuncian deuda pública masiva para su plan de rearme; pero, en realidad, su intención es aprovechar la crisis para tomar el control de las capacidades militares de los Estados miembros.
Se llenan la boca con la soberanía de Ucrania, pero atacan la soberanía de los Estados miembros. Ni una palabra de la Comisión sobre la quiebra total del Estado de Derecho y de la democracia en Rumanía, donde les han robado las elecciones a los rumanos. Se ponen del lado del Estado Islámico, que masacra a minorías musulmanas, drusos y cristianos en Siria. Cien días, señora Von der Leyen, como pollo sin cabeza.",
23,Johan | Van Overtveldt,ECR,NL,125106,125106," – Voorzitter, de eerste honderd dagen van de Commissie moeten uiteraard een moment van reflectie zijn, maar meer nog een moment van urgentie. De volgende honderd dagen zijn immers nog belangrijker. Een oorlog aan onze grenzen, disrupties in de internationale handel en een nieuwe technologiewedloop. Meer dan genoeg redenen om onszelf minder afhankelijk te maken van externe machten.
Maar dat vergt een fundamentele koerswijziging. De afgelopen jaren werden we verlamd door een dogmatische groene agenda die de economische realiteit te veel negeerde. Onze concurrentiekracht moet aangescherpt worden. Er bestaat bovendien een directe link tussen competitiviteit en de dringend noodzakelijke wederopbouw van defensiecapaciteit.
Om de hiervoor benodigde private investeringen te genereren, zullen we inderdaad een forse aanscherping van ons concurrentievermogen moeten nastreven. Het is ook van belang dat de Commissie inzake die defensie-inspanningen al het nodige doet om de nodige coördinatie tussen de lidstaten te waarborgen. Anders wordt deze operatie, deze inhaaloperatie, een slag in het water.",
24,Morten | Løkkegaard,Renew,DA,96709,96709," – Hr. formand! Vi ved det jo alt for godt. Europa sakker bagud. Vi kan undskylde os med krig og tvivl om alliancer, at nogen vil rulle den grønne omstilling tilbage, at Trumps tariffer ødelægger alle vores muligheder. Men lad os nu være ærlige og sige ligesom Mario Draghi også gør det. Vi må kigge indad. Hvis vi skal styrke Europas konkurrenceevne, skal vi starte med at rydde op i den regel-jungle, vi har skabt, og gøre EU smartere. Derfor lancerer jeg i dag på vegne af miljøgruppen et ""call for action"", en udrykningsstyrke for simplificering og en konkret køreplan for eksisterende og kommende lovgivning. Vi foreslår, en 25 %-reduktion af den samlede reguleringsbyrde – 35 % for SMV'er. Vi kræver et systematisk eftersyn af EU-lovgivning, så lov ikke bare vedtages, men også fungerer i praksis. Og så insisterer vi på håndhævelse – at medlemsstaterne implementerer reglerne ensartet, så virksomhederne ikke møder 27 forskellige fortolkninger. Ja, det lyder jo alt sammen meget enkelt, og det er det selvfølgelig overhovedet ikke. Ellers så var det jo sket. Men arbejdet skal gøres, kolleger, forenkling er ikke en teknisk detalje. Det er nøglen til vækst, og pengene skal gøres stærkere. Vi skal levere resultater, og kampen starter nu.",
25,Kai | Tegethoff,Verts/ALE,EN,256965,256965," – Mr President, 100 days: that's all it has taken President von der Leyen to give in to the dinosaurs of industry and to the pressure of her own party. By butchering important corporate sustainability laws before they were even implemented. By advancing immigration policy that gives in to the far right and paves the way for detention centres in third countries. And by weakening essential rules for reducing CO2 emissions of cars.
We are at risk of heading in the wrong direction. My suggestion for the next 100 days: stop giving into the panic. Come forward with a bold plan to reform our European Union. Empower innovators instead of dinosaurs. Attract the best talent from all around the world. Increase female participation. Get the maximum value for citizens from the EU budget. Pave the ground for a European army, now. And prepare the EU for ambitious enlargement. We want the United States of Europe. This is getting more urgent than ever before, day by day.",
26,Estrella | Galán,The Left,ES,257012,257012," – Señor presidente, en estos primeros cien días, la nueva Comisión ha comenzado una guerra feroz contra las personas migrantes y contra el Derecho internacional.
En estos cien días ha dado luz verde a la suspensión del derecho de asilo en las fronteras, ha criminalizado a la solidaridad y, además, también pretende —con ideas muy innovadoras— abrir Guantánamos en terceros países para expulsar a personas migrantes cuyo único delito es no haber tenido otra opción que llegar por una vía alegal.
Parece que competir con los anuncios reaccionarios de la Casa Blanca, sobre todo en materia migratoria, es ya un hecho. Y sabemos cómo puede seguir la historia, porque cuando se persigue y criminaliza a las personas migrantes se allana también el camino para retroceder en otros derechos —que están en el punto de mira de la ultraderecha— como son los derechos de las mujeres, los derechos de las personas LGTBIQ+ o los derechos laborales y las libertades civiles.
¿Por qué siguen haciéndole la agenda a la extrema derecha? Esto solo nos lleva a un modelo de sociedad autoritaria y a poner en peligro nuestra democracia. Desde nuestro punto de vista —y desde el punto de vista de los derechos humanos— la Comisión no supera el período de gracia.",
