,LIB,PP,LG,MEPID,CODICT,speech,SPEAKER_TYPE
12,João | Oliveira,The Left,PT,257083,257083," – Senhora Presidente, Senhor Deputada Ana Catarina Mendes, os deputados do PS aprovaram o Pacto para as Migrações – que contém uma boa parte das medidas desumanas com que são tratados, hoje, os migrantes – e o grupo dos socialistas e democratas, em que a senhora se inclui, prepara‑se para aprovar o Orçamento da União Europeia para 2025, que inclusivamente faz referências à infraestrutura física para conter as migrações.
E o que lhe pergunto é: como é que é possível fazer esse discurso de defesa dos valores humanistas de uma política de migrações e, ao mesmo tempo, estar de acordo com políticas e medidas desta natureza?",
13,Ana Catarina | Mendes,S-D,PT,257053,257053," – Caro Deputado João Oliveira, respondo com gosto. Sim, os socialistas e democratas, aqui no Parlamento Europeu, aprovaram o Pacto para as Migrações. O Governo português socialista contribuiu para que este Pacto das Migrações fosse o melhor compromisso possível.
O que não pode acontecer neste momento é, a troco das perceções e do medo e do discurso do ódio, querer‑se revogar um pacto que ainda não teve a sua implementação. Mas, devo dizer, estarei sempre contra a externalização das fronteiras, porque considero um erro.
Os compromissos são os compromissos. E, neste pacto, a externalização das fronteiras foi sempre um erro.",
14,Marieke | Ehlers,PfE,NL,192254,192254,"Die Welt dat het veelgeprezen migratiepact verre van voldoende is. Het zal niet leiden tot een noemenswaardige vermindering van het aantal migranten in Europa. Een EU‑topdiplomaat zei treffend: “Dat is voor ons allen duidelijk.” Alleen door de instroom te beperken en de terugkeer van illegale migranten te bevorderen, kunnen lidstaten voldoen aan hun grondwettelijke verplichtingen, namelijk het garanderen van huisvesting, gezondheidszorg, onderwijs en de veiligheid van hun burgers.
Het migratiedebat is sinds de Europese verkiezingen dankzij onze kiezers drastisch veranderd. We vertrouwen erop dat de Commissie deze winden van verandering zal omarmen voor een zo strikt mogelijk asiel‑ en migratiebeleid. Dit omvat onder andere het moderniseren van het Vluchtelingenverdrag, de mogelijkheid tot een opt‑out inzake asiel en migratie, een strenge terugkeerrichtlijn, het identificeren van veilige derde landen en het verminderen van de aanzuigende factoren voor migranten.
Nederland zal zich samen met andere Europese landen keihard inzetten voor het drastisch beperken van migratie naar Europa, Want er is een koerswijziging nodig. Het is nu of nooit.",
15,Jadwiga | Wiśniewska,ECR,PL,124877,124877," – Pani Przewodnicząca! Pani komisarz! Unijna polityka migracyjna kreowana była i jest pod dyktando Niemiec. To oczywiste, ponieważ interes Niemiec ma być i jest interesem Europy. Szkodliwy pakt migracyjny nie rozwiąże problemu, a tak naprawdę jest legalizacją nielegalnych, przestępczych działań przemytników ludzi.
Kiedy okazało się, że niemiecka polityka otwartych drzwi przyniosła zatrute owoce, Niemcy przerzucają odpowiedzialność na innych. Szczególnie upodobały sobie Polskę, do której może w przeciągu najbliższych miesięcy trafić kilkadziesiąt tysięcy nielegalnych migrantów z Niemiec.
Patrzę na kolegę Webera. Kończy się Oktoberfest. Wypijcie piwo, którego nawarzyliście. A to, jak wygląda niemiecka polityka powrotowa, najlepiej widać na przykładzie odesłania do Afganistanu groźnych przestępców: gwałcicieli dzieci, morderców, nożowników. Każdy z nich został wyposażony przez niemiecki rząd w 1000 euro. Te pieniądze trafią bezpośrednio do terrorystów.
A czego tak naprawdę potrzebujemy? Przede wszystkim uszczelnienia zewnętrznych granic unijnych, unijnego finansowania barier granicznych, silnego Fronteksu i skutecznej polityki powrotowej. Koniec z grą pozorów. Czas na odważną i odpowiedzialną politykę powrotową. Czas odzyskać kontrolę nad granicami.",
16,Malik | Azmani,Renew,NL,197781,197781," – Voorzitter, allereerst moet mij van het hart dat de Raad bij dit belangrijke debat vandaag kennelijk niet vertegenwoordigd is. Hoe blij ik ook ben dat commissaris Dalli hier aanwezig is, is het natuurlijk ook een beetje minachting dat de migratiecommissarissen, die er verantwoordelijk voor zijn, of de voorzitter van de Commissie hier vandaag niet zijn, want voor ons – Renew Europe – is dit een belangrijk debat. Het is niet voor niks een debat van prioritair belang voor dit parlement.
We hebben grote stappen gezet, ook in dit parlement, als het gaat om het migratiepact. Volgens mij is het enige wat nog moet worden meegegeven: implementatie, implementatie en implementatie van het migratiepact. We hoeven daar geen twee jaar over te doen. Liever vandaag dan morgen.
Maar waar we nog stappen moeten zetten, is op het terugkeerbeleid. Want wanneer asielzoekers zijn afgewezen in een Europees land, wil ik niet dat ze het in een ander land opnieuw proberen. Door goede Europese samenwerking kunnen we voorkomen dat asielzoekers gaan rondzwerven door Europa. Voor mij is het heel logisch: het terugkeerbesluit dat in één land wordt uitgevaardigd, zal moeten gelden voor de hele Europese Unie. We hebben juist Europese maatregelen nodig om de asielinstroom, ook naar Nederland, te verlagen. We zien dat een dergelijke samenwerking haar vruchten afwerpt. Mede door het migratieakkoord met Tunesië zijn de aankomsten via de Middellandse Zeeroute met meer dan zestig procent gedaald.
Daarom moeten we ook de politieke durf hebben om het terugkeerbeleid Europees te regelen door ook samen op te treden tegen derde landen die weigeren om mee te werken aan de terugname van afgewezen asielzoekers. Want als lidstaten dit op eigen houtje doen, dan gaat het ons niet lukken. Zolang lidstaten hun eigen belang blijven verkiezen boven Europese samenwerking, komen we nergens. Dus alleen samen kunnen we deze fundamentele oplossingen bieden.",
17,Diana | Riba i Giner,Verts/ALE,ES,197832,197832," – Señora presidenta, señora comisaria, tropiezan una y otra vez con la misma piedra y no aprenden la lección: este Parlamento ha denunciado reiteradamente el chantaje que sufre la Unión Europea por parte de terceros países como, por ejemplo, Turquía o Marruecos, los cuales ustedes han decidido convertir en nuestros guardianes fronterizos; de hecho, hemos visto, de forma muy cruda, cómo el Gobierno marroquí, por poner un ejemplo, convertía a miles de seres humanos en armas políticas y los empujaba contra la frontera de Ceuta y Melilla, para presionar, en este caso, al Gobierno del Estado español. Y, encima, consiguen cosas —seguimos enviando miles de millones de euros de fondos europeos— y también logros políticos, como que, por ejemplo, hoy en día España reconozca la soberanía marroquí sobre el Sáhara.
Nos preocupa sobre todo también que hagamos caso a la carta de la presidenta Von der Leyen, que ha respaldado las ideas de Meloni en torno a Albania como una forma innovadora y creativa de pensar, cuando se trata de la misma receta de siempre.
Señorías, si son capaces de ponerse de acuerdo con Mohamed VI o Erdoğan, podemos ponernos de acuerdo para establecer políticas migratorias eficaces, justas...
(la presidenta retira la palabra a la oradora)",
18,Ilaria | Salis,The Left,IT,257127,257127," – Signora Presidente, onorevoli colleghi, con la vergognosa operazione in Albania di coloniale memoria, il governo italiano si è fatto avanguardia di un attacco europeo contro le migrazioni e il diritto d'asilo.
Il tentativo, per ora fallito, di esternalizzare la detenzione in un campo di concentramento su territorio straniero e di accelerare le procedure di valutazione e rimpatrio dei migranti rappresenta: 1, una crudele sofferenza e umiliazione per le persone deportate in alto mare e trattate come umanità sacrificabile; 2, una prova di assoluta incompetenza, dato che l'illegittimità dell'operazione era evidente fin dall'inizio; 3, un'inquietante forzatura da destra del diritto internazionale che tutela i diritti delle persone in movimento.
Normalmente, un governo che ha esposto il proprio Paese a una simile figuraccia internazionale dovrebbe dimettersi per manifesta incapacità e mancanza di etica. Il Parlamento europeo dovrebbe prendere le distanze e condannarlo. L'operazione Albania dovrebbe essere immediatamente interrotta, mentre dobbiamo impegnarci per creare canali sicuri per la migrazione.",
19,Mary | Khan,ESN,DE,256957,256957," – Frau Präsidentin, Frau Kommissarin! Es wurde ja so schön über Zahlen gesprochen, aber allein bis September dieses Jahres sind 166 000 Menschen illegal in die EU gekommen, und die Dunkelziffer liegt deutlich höher.
Seit 2015 kämpfen wir mit diesem Problem, und erst jetzt wird in diesem Haus darüber gesprochen. Diese Union trägt vor allem maßgeblich auch die Schuld daran, dass Millionen von illegalen Einwanderern auf unseren Kontinent gekommen sind und kaum abgeschoben werden können. Jetzt wird über eine Reform philosophiert, das Gemeinsame Europäische Asylsystem zu reformieren, das vor allem erst in zwei Jahren umgesetzt werden soll. Glauben Sie wirklich, dass in dieser Zeit nichts passiert? Glauben Sie, dass Fälle wie in Solingen und Mannheim auf Ihre Reform warten?
Wir brauchen keine Reform, wir brauchen auch keine weiteren Migrationsabkommen. Was wir brauchen, sind schnell gebaute, humane Einreise- und Rückkehrzentren und die Streichung von Entwicklungshilfe für Länder, die ihre illegalen Staatsbürger nicht zurücknehmen wollen. Und wir brauchen in Deutschland vor allem eine Bundesregierung, die aus dem Gemeinsamen Europäischen Asylsystem austreten möchte.",
20,Erik | Kaliňák,NI,SK,257007,257007," – Vážená pani predsedajúca, masívna nelegálna migrácia predstavuje pre Európu existenčné ohrozenie. Túto hrozbu však mnohé západné krajiny desaťročia zľahčovali a teraz žnú krvavé dôsledky svojej slniečkarskej naivity. Každého, kto ich varoval pred nebezpečenstvom politiky otvorených dverí pri migrácii, označovali za xenofóba, rasistu či extrémistu. A dnes sú šokovaní, že tí ich extrémisti získavajú väčšinu v jednom členskom štáte za druhým. Kedy už aj v tomto Parlamente pochopíme, že nelegálna migrácia nie je správna? Našou úlohou nie je donekonečna riešiť jej nezvládateľné následky, ale ju raz a navždy zastaviť. Prerozdeľovanie imigrantov, búranie Schengenu či migračný pakt: nič z toho nefunguje, lebo nič z toho nerieši príčinu nelegálnej migrácie.
Jediné funkčné riešenie tohto problému je dôsledná kontrola vonkajších hraníc a až potom prichádza na rad prísna návratová politika. Na územie Európskej únie má vkročiť len taký imigrant, čo bol dôsledne skontrolovaný a získal na to legálne povolenie. Všetci ostatní patria za hranicu, vonkajšiu hranicu Európskej únie. Áno, riešenie je naozaj také jednoduché. Tak prosím, prestaňme predstierať, že po desaťročí ideme zrazu hľadať nejaké inovatívne riešenia, lebo sme už fakt na smiech. Samozrejme, že aj toto riešenie stojí nemalé peniaze, ale čo si ich zaslúži viac než bezpečnosť našich občanov? Keď dokážeme dať nečlenskému štátu desiatky miliárd na jeho ochranu, musíme ich vedieť nájsť aj na ochranu našich hraníc, nášho spôsobu života, našej Európy.",
21,Lena | Düpont,PPE,EN,99945,99945," – Madam President, colleagues, let us, for a second, remind ourselves what the starting point last term was. Member States were not able to finalise the previous pact. The House had been kept in numerous discussions about the pact and was also not able to conclude. It took us long negotiations for a complex package and finally last year we arrived with a solution.
Is it a silver bullet? How can it be? It was always clear that it's a baseline system for the inner dimension of the European Union. We always made clear that we cannot leave it there, that we need to improve and that we need to step up. And thanks to the EPP, the external dimension was already part of that.
Therefore, and we heard the numbers, only 20 % of those who have no right to stay in the European Union are actually returned, which means we need to step up returns by various means. We need effective and meaningful third country cooperation with a European approach. We need to use the full leverage of the Visa Code, which has been at the hands of the Member States for quite some time, we need to fight trafficking and smuggling networks by all means, and we need to allow to take Frontex to take a greater role in assisting Member States in returns and in third country cooperation. And of course, we need to address instrumentalisation as a hybrid threat because it's highly sophisticated, highly cynical, but also highly beneficial for the organisers – well, it's nothing else than state-sponsored criminal networks here.
The EPP will always be the constructive force, and we will always be the ones who drive the asylum and migration policy forward.
(The speaker agreed to take a blue-card question)",
22,András | László,PfE,EN,256860,256860," – Ms Düpont, you are from the EPP. We are witnessing a severe crisis now in Europe. Still, I have a very simple question to you. Does the EPP support still the relocation of illegal migrants in Europe?
(Ms Düpont asked Mr László to repeat the question.)
Does the EPP still support the relocation of illegal immigrants in the EU between Member States?",
23,Lena | Düpont,PPE,EN,99945,99945," – If you had been part of the negotiating team of the pact, you would have well known that we found a solution for the question of relocation, for the question of solidarity and for the question of solidarity that Member States need to contribute, which is the answer to your question.",
24,Cecilia | Strada,S-D,IT,257101,257101," – Signora Presidente, onorevoli colleghi, signora Commissaria, in queste settimane si è parlato molto dei centri in Albania inaugurati dal governo Meloni, come qualcosa a cui l'Europa potrebbe guardare con interesse, un modello per le nostre future azioni.
La scorsa settimana i primi 16 migranti richiedenti asilo sono stati portati nel centro. Ecco i risultati: due erano minorenni, due erano vulnerabili, non avrebbero mai dovuto essere portati in Albania e sono stati riportati in Italia. Gli altri 14 non provenivano da Paesi sicuri secondo i giudici. Quindi non si poteva applicare la procedura accelerata di frontiera: nemmeno loro avrebbero dovuto essere portati in Albania. Tutto questo, per inciso, è costato molto di più, per ogni singola persona, rispetto a quanto non sarebbe costato se le procedure fossero state svolte direttamente in Italia.
Il centro in Albania, perciò, è un incubo logistico, è un disastro giuridico, perché non rispetta le convenzioni internazionali e la stessa legislazione dell'Unione. È una grave minaccia per i diritti umani ed è anche un danno economico piuttosto rilevante.
Il centro in Albania può essere un modello? Sì, un modello di come non vanno fatte le cose. L'Europa stia invece dalla parte della legge e dei diritti delle persone.",
